"","DexNum","PokemonName","PokeApiName","Complexity","Realism","Artificiality","Fantasy","Humanoid","Cuteness","Coolness","Beauty","Popularity","RatingCount","Generation","Region","Order","PopularitySD","MeanDesignSD","Type1","Type2","TypeID1","TypeID2","GimmickFactor"
"325",245,"Suicune","suicune",3.7297,3.2162,1.9865,4.5135,1.25,3.1081,4.4932,4.4054,4.3514,148,"2","Johto",2,0.778641096804753,0.827152003012166,"Water","No 2nd Type",11,19,0
"326",246,"Larvitar","larvitar",2.2162,2.2838,2.3041,3.3919,2.2095,3.7568,3.8176,3.1081,3.8378,148,"2","Johto",2,0.979892810285584,0.93622424051745,"Rock","Ground",6,5,0
"327",247,"Pupitar","pupitar",2.0204,2.5102,2.551,2.9456,1.2313,2.0476,3,2.3741,3.2313,147,"2","Johto",2,1.01731958878531,0.970024099214078,"Rock","Ground",6,5,0
"328",248,"Mega Tyranitar","tyranitar-mega",4.5,2.5676,2.9527,4.5068,2.5743,1.6149,4.1351,2.6351,3.4797,148,"6","Johto",2,1.1652026537265,0.908442299065869,"Rock","Dark",6,17,1
"329",248,"standard Tyranitar","tyranitar",3.5473,2.8851,2.4595,4.1216,2.3851,1.8243,4.6351,2.9595,4.3514,148,"2","Johto",2,0.837183702796408,0.91427780090856,"Rock","Dark",6,17,0
"330",249,"Lugia","lugia",2.8649,2.4662,1.8446,4.3784,1.8108,2.723,4.473,3.8784,4.3649,148,"2","Johto",2,0.798212941925533,0.909903983363298,"Psychic","Flying",14,3,0
"331",250,"Ho-Oh","ho-oh",3.4257,3.2703,1.5473,4.0405,1.2162,2.6419,4.3581,4.2297,4.1892,148,"2","Johto",2,0.8218070000539,0.888600257078715,"Fire","Flying",10,3,0
"332",251,"Celebi","celebi",2.1554,1.8041,1.7703,4.5,3.2568,4.5608,3.4189,4.25,4.1486,148,"2","Johto",2,0.870535688329055,0.840538288510578,"Psychic","Grass",14,12,0
"333",252,"Treecko","treecko",1.9392,2.1351,1.4257,2.7027,3.2095,3.8041,3.8514,3.3041,4.0541,148,"3","Hoenn",3,0.978027412039039,0.9568629836315,"Grass","No 2nd Type",12,19,0
"334",253,"Grovyle","grovyle",2.9189,2.7432,1.6959,3.1757,3.1284,2.9392,4.2703,3.4257,4.2432,148,"3","Hoenn",3,0.859144936500126,0.911533743192218,"Grass","No 2nd Type",12,19,0
"335",254,"Mega Sceptile","sceptile-mega",4.3716,2.6892,1.9189,4.2838,3.1014,2.277,4.6216,3.4054,4.1757,148,"6","Hoenn",3,1.00482764567683,0.892010079130216,"Grass","Dragon",12,16,1
"336",254,"standard Sceptile","sceptile",3.5578,2.8571,1.5306,3.585,3.449,2.483,4.3265,3.3265,4.0748,147,"3","Hoenn",3,0.962482867586013,0.869306349487473,"Grass","No 2nd Type",12,19,0
"337",255,"Torchic","torchic",1.527,2.527,1.4189,2.0743,1.4595,4.5676,3.3176,3.7635,4.1486,148,"3","Hoenn",3,0.947007126780918,0.867675310025107,"Fire","No 2nd Type",10,19,0
"338",256,"Combusken","combusken",2.6351,2.277,1.7365,3,3.5743,2.5068,3.2095,2.5338,3.2162,148,"3","Hoenn",3,1.20550841881969,1.03053725198403,"Fire","Fighting",10,2,0
"339",257,"Mega Blaziken","blaziken-mega",4.027,2.6351,2.3514,4.1486,4.4797,2.0405,4.4392,3.2027,4,148,"6","Hoenn",3,1.10282193314071,0.900592725236106,"Fire","Fighting",10,2,1
"340",257,"standard Blaziken","blaziken",3.4257,2.6554,2,3.7635,4.5338,2.2568,4.3041,3.2027,3.9865,148,"3","Hoenn",3,1.06534150397309,0.916802523290374,"Fire","Fighting",10,2,0
"341",258,"Mudkip","mudkip",1.7568,1.9189,1.4797,2.7162,1.1757,4.7568,3.6149,3.8243,4.473,148,"3","Hoenn",3,0.748385161945967,0.831595504633737,"Water","No 2nd Type",11,19,0
"342",259,"Marshtomp","marshtomp",2.4694,1.932,1.7211,3.0272,3.0136,3.6463,3.2245,2.8027,3.6054,147,"3","Hoenn",3,1.07258872508856,0.95357283854219,"Water","Ground",11,5,0
"343",260,"Mega Swampert","swampert-mega",3.9459,2.0811,2.1892,3.7973,3.0878,2.1419,4.2095,2.6959,3.7027,148,"6","Hoenn",3,1.09334262736047,0.942921049897624,"Water","Ground",11,5,1
"344",260,"standard Swampert","swampert",3.3446,2.6892,1.6554,3.3243,2.0338,2.8784,4.1689,2.8784,4.1284,148,"3","Hoenn",3,0.967585497342556,0.977081241234376,"Water","Ground",11,5,0
"345",261,"Poochyena","poochyena",1.7891,3.2041,1.2585,1.4898,1.2109,3.5578,3.5102,2.9592,3.6395,147,"3","Hoenn",3,0.96852211021575,0.814592608714572,"Dark","No 2nd Type",17,19,0
"346",262,"Mightyena","mightyena",2.3851,3.9527,1.2973,1.7568,1.1824,2.5946,4.027,3.0473,3.7703,148,"3","Hoenn",3,0.945076820805722,0.842095257921376,"Dark","No 2nd Type",17,19,0
"347",263,"Galarian Zigzagoon","zigzagoon-galar",2.5676,2.027,1.8378,2.6689,1.2635,4.1622,3.9392,3.3243,4.0878,148,"8","Galar",8,1.01295029395709,0.943443716974089,"Dark","Normal",17,1,0
"348",263,"standard Zigzagoon","zigzagoon",1.9184,2.6667,1.2925,1.585,1.1973,4.2381,3.1565,3.2925,3.9932,147,"3","Hoenn",3,0.986277262554527,0.896775754360732,"Normal","No 2nd Type",1,19,0
"349",264,"Galarian Linoone","linoone-galar",2.7568,2.0203,1.723,2.6892,1.3784,2.8108,3.8446,2.8311,3.5946,148,"8","Galar",8,1.10182795192646,0.939320913264019,"Dark","Normal",17,1,0
"350",264,"standard Linoone","linoone",1.7635,3.5743,1.2635,1.4865,1.2365,3.1689,3.3108,3.0743,3.3784,148,"3","Hoenn",3,1.05526610839755,0.852370466609196,"Normal","No 2nd Type",1,19,0
"351",265,"Wurmple","wurmple",2.0405,2.8851,1.3108,1.6554,1.1824,4.0743,2.6351,3.0676,3.7162,148,"3","Hoenn",3,0.937510652483916,0.960133256558808,"Bug","No 2nd Type",7,19,0
"352",266,"Silcoon","silcoon",1.3673,2.7619,1.3605,1.6667,1.1361,2.4082,2.0612,2.415,2.7143,147,"3","Hoenn",3,1.01686459543155,0.89228259159224,"Bug","No 2nd Type",7,19,0
"353",267,"Beautifly","beautifly",2.5676,2.9865,1.3176,1.7905,1.5608,3.9662,2.6149,4.0405,3.5541,148,"3","Hoenn",3,0.932040654082183,0.9905651025278,"Bug","Flying",7,3,0
"354",268,"Cascoon","cascoon",1.3581,2.6351,1.4257,1.7095,1.1284,2.2095,2.4797,2.5135,2.8784,148,"3","Hoenn",3,1.0711537440145,0.940100464150415,"Bug","No 2nd Type",7,19,0
"355",269,"Dustox","dustox",2.8514,2.5068,1.5338,2.3446,1.1824,2.4662,2.8649,2.4122,3.1216,148,"3","Hoenn",3,1.16360340394383,0.980304817351067,"Bug","Poison",7,4,0
"356",270,"Lotad","lotad",1.6351,1.8986,1.6149,2.8378,1.2095,3.9595,2.9662,3.027,3.8649,148,"3","Hoenn",3,0.96890428330361,0.943643946091897,"Water","Grass",11,12,0
"357",271,"Lombre","lombre",2.3919,1.7905,1.777,3.5541,3.6351,2.4054,2.7905,2.2162,3.2297,148,"3","Hoenn",3,1.10861397398313,0.920646574564531,"Water","Grass",11,12,0
"358",272,"Ludicolo","ludicolo",3.1149,1.5946,2,3.8311,3.4797,2.9189,2.9054,2.5405,3.6284,148,"3","Hoenn",3,1.20404950404091,0.995525606626258,"Water","Grass",11,12,0
"359",273,"Seedot","seedot",1.2905,1.7568,1.5135,2.4122,1.5676,3.7838,2.5338,2.9324,3.4527,148,"3","Hoenn",3,1.10798765014979,0.930591790048822,"Grass","No 2nd Type",12,19,0
"360",274,"Nuzleaf","nuzleaf",2.2517,1.8776,1.7891,3.4354,4.3469,2.5918,2.9524,2.5374,3.0476,147,"3","Hoenn",3,1.07749604752236,0.921070639667773,"Grass","Dark",12,17,0
"361",275,"Shiftry","shiftry",3.3176,2.2838,2.2568,4.1689,3.777,1.4324,3.6486,2.1216,3.3851,148,"3","Hoenn",3,1.1526949431279,0.88441399378934,"Grass","Dark",12,17,0
"362",276,"Taillow","taillow",1.527,3.3176,1.2027,1.3243,1.1486,3.6351,3.0743,3.3041,3.4932,148,"3","Hoenn",3,1.03647415334993,0.804948799279021,"Normal","Flying",1,3,0
"363",277,"Swellow","swellow",1.9189,3.9189,1.277,1.5203,1.2162,2.6554,3.6892,3.4527,3.5068,148,"3","Hoenn",3,1.02993454017668,0.877301759140358,"Normal","Flying",1,3,0
"364",278,"Wingull","wingull",1.4189,2.027,1.3041,1.4595,1.0811,3.9122,2.7027,3.3514,3.6081,148,"3","Hoenn",3,0.990735020176701,0.827404954994097,"Water","Flying",11,3,0
"365",279,"Pelipper","pelipper",1.9662,2.2905,1.4257,1.9865,1.1689,2.9189,2.5946,2.5541,3.3514,148,"3","Hoenn",3,1.12625224518998,0.912707078320572,"Water","Flying",11,3,0
"366",280,"Ralts","ralts",1.7703,1.9189,2.4392,3.7432,4.1554,4.3716,3.0676,3.7973,4.027,148,"3","Hoenn",3,0.887383611380698,0.849352313879168,"Psychic","Fairy",14,18,0
"367",281,"Kirlia","kirlia",2.5473,2.4459,2.3716,3.7973,4.6081,3.9662,3.223,4.1149,3.7297,148,"3","Hoenn",3,0.927030966818513,0.886027911997222,"Psychic","Fairy",14,18,0
"368",282,"Mega Gardevoir","gardevoir-mega",3.1757,2.6419,2.4257,4.2162,4.8041,3.9324,3.8649,4.5473,4.0946,148,"6","Hoenn",3,1.02889233170485,0.919559796856013,"Psychic","Fairy",14,18,1
"369",282,"standard Gardevoir","gardevoir",2.8378,2.5743,2.3919,4.1284,4.7365,3.75,3.8986,4.5338,4.1689,148,"3","Hoenn",3,0.910809808324093,0.921263026128304,"Psychic","Fairy",14,18,0
"370",283,"Surskit","surskit",1.3986,1.7568,1.6689,2.4459,1.2905,4.3581,2.6892,3.5541,3.6351,148,"3","Hoenn",3,0.886449405948282,0.884173004669098,"Bug","Water",7,11,0
"371",284,"Masquerain","masquerain",2.6419,2.2568,2.0338,3.0405,1.2365,3.6149,2.9797,3.7703,3.4122,148,"3","Hoenn",3,1.03928934954699,0.99701419031485,"Bug","Flying",7,3,0
"372",285,"Shroomish","shroomish",1.4324,1.6149,1.5338,2.9797,1.5068,3.8176,2.6689,2.6081,3.8311,148,"3","Hoenn",3,1.06154218203361,0.9680506421941,"Grass","No 2nd Type",12,19,0
"373",286,"Breloom","breloom",2.75,1.9662,1.6081,3.7635,3.0608,3.9324,3.9257,3.3851,4.2905,148,"3","Hoenn",3,0.834713559193359,0.798325692739102,"Grass","Fighting",12,2,0
"374",287,"Slakoth","slakoth",1.5986,2.5782,1.2177,1.3741,2.1361,3.4558,2.1973,2.449,3.2789,147,"3","Hoenn",3,1.06765884717352,0.956578239751515,"Normal","No 2nd Type",1,19,0
"375",288,"Vigoroth","vigoroth",2.2095,2.8041,1.4257,1.8446,2.9865,2.0541,3.1824,2.2095,3.1149,148,"3","Hoenn",3,1.05558417384744,0.930245773966756,"Normal","No 2nd Type",1,19,0
"376",289,"Slaking","slaking",2.4797,2.7635,1.3851,1.9257,3.8851,1.6486,2.8514,1.6824,3.0541,148,"3","Hoenn",3,1.07038628909799,0.879691019184,"Normal","No 2nd Type",1,19,0
"377",290,"Nincada","nincada",2.25,3.4797,1.4865,1.777,1.1824,2.9932,2.8311,2.6622,3.3851,148,"3","Hoenn",3,1.12757025870866,0.940622997114966,"Bug","Ground",7,5,0
"378",291,"Ninjask","ninjask",3.1284,3.4324,1.9865,2.5608,1.1892,2.6689,4.0676,3.0946,3.8446,148,"3","Hoenn",3,0.980772153615509,0.977763948773362,"Bug","Flying",7,3,0
"379",292,"Shedinja","shedinja",2.7432,2.8784,2.4662,3.7095,1.2568,2.8176,3.6622,2.9122,3.9595,148,"3","Hoenn",3,1.0647942749999,0.994297019800957,"Bug","Ghost",7,8,0
"380",293,"Whismur","whismur",1.4527,1.3851,2.3176,3.0473,2.0676,3.8986,2.2162,2.7838,3.3243,148,"3","Hoenn",3,1.07311252411307,0.982575821315608,"Normal","No 2nd Type",1,19,0
"381",294,"Loudred","loudred",2.6959,1.4797,2.5878,3.7432,2.9932,1.8649,2.5608,1.7297,2.9189,148,"3","Hoenn",3,1.11811565369933,0.903784999048347,"Normal","No 2nd Type",1,19,0
"382",295,"Exploud","exploud",3.5743,1.9459,2.8784,3.8446,2.8851,1.3716,3.1959,1.6216,3.1419,148,"3","Hoenn",3,1.20809125237365,0.946167566292033,"Normal","No 2nd Type",1,19,0
"383",296,"Makuhita","makuhita",1.7905,1.6014,2.5068,2.8581,4.1757,3.777,3.0473,2.75,3.5405,148,"3","Hoenn",3,0.897701467861924,0.920273790980579,"Fighting","No 2nd Type",2,19,0
"384",297,"Hariyama","hariyama",3.1351,2.0946,2.3108,2.9257,4.5811,1.7095,3.3243,2.1554,3.1824,148,"3","Hoenn",3,1.1451257582429,0.939535767851958,"Fighting","No 2nd Type",2,19,0
"385",298,"Azurill","azurill",1.4932,1.4865,2.1284,2.9932,1.4324,4.3446,2.2432,3.4865,3.3851,148,"3","Hoenn",3,1.05602293592419,0.915196465900028,"Normal","Fairy",1,18,0
"386",299,"Nosepass","nosepass",2.3041,2.4662,4.1284,3.4392,2.9392,2.5743,2.6149,2.2297,3.2703,148,"3","Hoenn",3,1.06919137539743,1.03902891827184,"Rock","No 2nd Type",6,19,0
"387",300,"Skitty","skitty",1.7162,2.0405,1.6216,2.1149,1.2432,4.4932,2.5,4.027,3.7838,148,"3","Hoenn",3,1.04971386410478,0.960373383864711,"Normal","No 2nd Type",1,19,0
"388",301,"Delcatty","delcatty",1.8919,2.473,1.6824,1.9865,1.2095,4.0743,2.5068,4.027,3.4932,148,"3","Hoenn",3,1.13599951002572,0.912681589722229,"Normal","No 2nd Type",1,19,0
"389",302,"Mega Sableye","sableye-mega",3.0743,1.8919,3.3108,4.4392,3.6419,3.027,3.9865,2.9189,3.9054,148,"6","Hoenn",3,0.988705390477857,0.938576024971866,"Dark","Ghost",17,8,1
"390",302,"standard Sableye","sableye",2.3176,1.9392,3.2027,4.2432,3.777,3.1622,3.9527,2.9054,4.1486,148,"3","Hoenn",3,0.925355044095675,0.978599572881288,"Dark","Ghost",17,8,0
"391",303,"Mega Mawile","mawile-mega",4.1014,2.277,2.7027,4.5541,4.0338,3.4324,4.3784,3.7027,4.1351,148,"6","Hoenn",3,1.01107815513567,0.926979797733839,"Steel","Fairy",9,18,1
"392",303,"standard Mawile","mawile",3.027,2.1149,2.4122,4.1824,3.8716,3.777,3.9324,3.6284,3.9324,148,"3","Hoenn",3,1.0310199762277,0.953707427471115,"Steel","Fairy",9,18,0
"393",304,"Aron","aron",2.0272,1.9048,3.5578,3.4762,1.1905,4.2993,3.6599,3.3129,4.0952,147,"3","Hoenn",3,0.835710894037345,0.857272801393629,"Steel","Rock",9,6,0
"394",305,"Lairon","lairon",3.5946,2.8446,3.1554,3.6014,1.1757,2.7095,4.0608,2.7703,3.8108,148,"3","Hoenn",3,0.872642394106105,0.817300427810528,"Steel","Rock",9,6,0
"395",306,"Mega Aggron","aggron-mega",4.5068,2.9595,3.8851,4.1081,2.5338,1.5878,4.4189,2.7365,3.777,148,"6","Hoenn",3,1.10784027745457,0.931499543125008,"Steel","No 2nd Type",9,19,1
"396",306,"standard Aggron","aggron",3.9932,2.9865,3.5,4.0608,2.473,1.7635,4.5608,2.7838,4.25,148,"3","Hoenn",3,0.906992356712632,0.916757270255633,"Steel","Rock",9,6,0
"397",307,"Meditite","meditite",2.3108,2,2.2973,3.1622,4.4662,2.9932,2.5811,2.4595,2.8378,148,"3","Hoenn",3,1.00709680453442,0.899498060821605,"Fighting","Psychic",2,14,0
"398",308,"Mega Medicham","medicham-mega",4,2.1824,2.5541,4.1622,4.6486,2.0878,3.6284,2.8514,3.277,148,"6","Hoenn",3,1.21960476821091,0.931923821406982,"Fighting","Psychic",2,14,1
"399",308,"standard Medicham","medicham",2.5676,1.9932,2.4054,3.3311,4.4662,2.0203,2.7432,2.2635,2.9122,148,"3","Hoenn",3,1.12062394573625,0.954307812137719,"Fighting","Psychic",2,14,0
"400",309,"Electrike","electrike",2.1156,2.1837,2.0068,3.0612,1.2109,3.2789,3.4558,2.7959,3.2313,147,"3","Hoenn",3,1.15510123955326,0.921221365377589,"Electric","No 2nd Type",13,19,0
"401",310,"Mega Manectric","manectric-mega",3.4527,2.0203,2.6959,4.0878,1.2432,2.4459,3.8446,2.7635,3.1689,148,"6","Hoenn",3,1.28603998042973,0.993828518602194,"Electric","No 2nd Type",13,19,1
"402",310,"standard Manectric","manectric",2.7551,2.5034,2.4558,3.3741,1.2381,2.5918,3.6395,2.8027,3.2721,147,"3","Hoenn",3,1.22645345194416,0.956125480872251,"Electric","No 2nd Type",13,19,0
"403",311,"Plusle","plusle",1.6959,1.4865,2.1892,2.8176,2.3986,4.3784,2.6014,3.5405,3.3649,148,"3","Hoenn",3,1.10983714807714,0.896166423669021,"Electric","No 2nd Type",13,19,0
"404",312,"Minun","minun",1.619,1.6259,2.1633,2.7347,2.2653,4.4898,2.7211,3.483,3.4898,147,"3","Hoenn",3,0.964452168622981,0.884456975036983,"Electric","No 2nd Type",13,19,0
"405",313,"Volbeat","volbeat",2.4595,1.8176,1.7095,2.6351,2.9932,2.3919,1.9595,2.1351,2.25,148,"3","Hoenn",3,1.14042501168413,0.997022850517335,"Bug","No 2nd Type",7,19,0
"406",314,"Illumise","illumise",2.4459,1.723,1.9257,3.0068,3.3378,3.0541,1.8716,2.6757,2.3243,148,"3","Hoenn",3,1.11473332483044,1.0244043587716,"Bug","No 2nd Type",7,19,0
"407",315,"Roselia","roselia",2.3784,2.3649,1.6351,3.5676,3.973,3.9459,3.1149,4.1959,3.7027,148,"3","Hoenn",3,0.982684268253938,0.890901682655865,"Grass","Poison",12,4,0
"408",316,"Gulpin","gulpin",1.2568,1.3446,2.5878,3.1689,1.3716,3.3716,2.2297,2.2027,3.2432,148,"3","Hoenn",3,1.1890356166194,0.950687623363573,"Poison","No 2nd Type",4,19,0
"409",317,"Swalot","swalot",1.5338,1.3581,2.973,3.6081,1.6216,2.5405,2.1689,2.0068,2.8851,148,"3","Hoenn",3,1.19940287795225,1.01982886073231,"Poison","No 2nd Type",4,19,0
"410",318,"Carvanha","carvanha",2.7838,2.6149,1.6419,2.4527,1.1622,2.1622,3.7162,2.2297,3.527,148,"3","Hoenn",3,0.961740721549086,0.945087341386792,"Water","Dark",11,17,0
"411",319,"Mega Sharpedo","sharpedo-mega",4.277,2.3851,2.5541,3.8176,1.1216,1.3919,3.8446,2.0878,3.1486,148,"6","Hoenn",3,1.31706504623412,0.943687830550088,"Water","Dark",11,17,1
"412",319,"standard Sharpedo","sharpedo",2.5608,2.6757,1.9595,2.6959,1.1149,1.8649,4.3378,2.7432,3.8176,148,"3","Hoenn",3,0.885599218136711,0.887823257880981,"Water","Dark",11,17,0
"413",320,"Wailmer","wailmer",1.3378,1.8311,1.4392,1.973,1.1622,3.5,2.5676,2.6757,3.4797,148,"3","Hoenn",3,1.03258046046314,0.894581600255027,"Water","No 2nd Type",11,19,0
"414",321,"Wailord","wailord",1.4459,2.6419,1.4054,1.9459,1.1081,3.5068,3.4865,3.2905,3.9122,148,"3","Hoenn",3,0.907394950021794,0.890406525777408,"Water","No 2nd Type",11,19,0
"415",322,"Numel","numel",1.5338,1.7838,1.527,2.2432,1.1149,3.8311,2.4324,2.8581,3.6216,148,"3","Hoenn",3,0.968457992819941,0.787660940338077,"Fire","Ground",10,5,0
"416",323,"Mega Camerupt","camerupt-mega",3.6395,1.8503,2.4694,4.2313,1.2789,2.3265,3.5646,2.5374,3.3537,147,"6","Hoenn",3,1.14762529787926,0.936621791772875,"Fire","Ground",10,5,1
"417",323,"standard Camerupt","camerupt",2.5578,2.2449,2.102,3.2517,1.1769,2.6463,3.3878,2.5374,3.551,147,"3","Hoenn",3,1.05097087261908,0.869102854823957,"Fire","Ground",10,5,0
"418",324,"Torkoal","torkoal",2.9252,2.8299,2.068,3.2925,1.1429,2.9796,3.5646,2.6395,3.7755,147,"3","Hoenn",3,0.953303731765442,0.905724343808642,"Fire","No 2nd Type",10,19,0
"419",325,"Spoink","spoink",1.7095,1.473,2.2635,3.6014,1.4189,4.1892,2.5135,3.2635,3.4122,148,"3","Hoenn",3,1.13261867139144,0.985875010156769,"Psychic","No 2nd Type",14,19,0
"420",326,"Grumpig","grumpig",2.4082,1.7279,1.9456,3.1769,3.0476,2.4218,2.2721,2.2109,2.6735,147,"3","Hoenn",3,1.15566198778677,0.944183451447399,"Psychic","No 2nd Type",14,19,0
"421",327,"Spinda","spinda",1.7703,1.4257,1.7635,2.5676,2.6216,4.1149,2.4324,3.0473,3.5203,148,"3","Hoenn",3,1.14496081088268,0.97809810375439,"Normal","No 2nd Type",1,19,0
"422",328,"Trapinch","trapinch",1.6081,1.7568,1.8986,2.5743,1.2027,4.25,3.277,2.9595,4.0405,148,"3","Hoenn",3,0.943529732687091,0.878040322149154,"Ground","No 2nd Type",5,19,0
"423",329,"Vibrava","vibrava",2.8581,3.2568,1.5068,2.5068,1.1554,3.3716,3.6554,3.277,3.8649,148,"3","Hoenn",3,0.920110515164822,0.870326928583261,"Ground","Dragon",5,16,0
"424",330,"Flygon","flygon",3.2703,2.3784,1.8378,4.0811,1.4527,3.9392,4.6149,3.9932,4.527,148,"3","Hoenn",3,0.817427953234412,0.827825751641631,"Ground","Dragon",5,16,0
"425",331,"Cacnea","cacnea",2.2635,1.8514,1.6216,3.0338,2.5608,3.9324,3.3514,2.8446,3.7703,148,"3","Hoenn",3,0.993863568010643,0.963401109105462,"Grass","No 2nd Type",12,19,0
"426",332,"Cacturne","cacturne",2.585,2.2381,2.0068,3.6327,4.034,2.0272,3.7415,2.4626,3.5918,147,"3","Hoenn",3,0.988058647911037,0.876305777322766,"Grass","Dark",12,17,0
"427",333,"Swablu","swablu",1.6081,1.7162,1.8041,3.473,1.1689,4.5068,2.6554,4.027,3.9324,148,"3","Hoenn",3,0.949125929062318,0.832356892483087,"Normal","Flying",1,3,0
"428",334,"Mega Altaria","altaria-mega",3.2297,1.9392,1.9392,4.3243,1.2095,4.223,3.6351,4.3581,3.973,148,"6","Hoenn",3,0.999634703184158,0.910422349350459,"Dragon","Fairy",16,18,1
"429",334,"standard Altaria","altaria",2.1824,2.1554,1.9595,4.0068,1.2432,4.223,3.5608,4.3919,4.1216,148,"3","Hoenn",3,0.879841970842163,0.889155757239508,"Dragon","Flying",16,3,0
"430",335,"Zangoose","zangoose",2.5338,2.6081,1.6689,2.6149,3.2027,2.5338,4.0878,2.9797,3.6622,148,"3","Hoenn",3,1.12438604300455,0.989872656378073,"Normal","No 2nd Type",1,19,0
"431",336,"Seviper","seviper",3.027,2.7838,1.5878,2.473,1.1351,2.2162,3.9392,3.1081,3.6622,148,"3","Hoenn",3,1.00675675570749,0.924971940876123,"Poison","No 2nd Type",4,19,0
"432",337,"Lunatone","lunatone",1.8986,2.277,3.9122,3.9932,1.2703,2.3311,2.9527,2.7365,3.2568,148,"3","Hoenn",3,1.02087417244627,0.998520678013482,"Rock","Psychic",6,14,0
"433",338,"Solrock","solrock",3.1014,2.8986,3.777,4.0878,1.1757,1.9797,3.1757,2.7027,3.3311,148,"3","Hoenn",3,1.06370719531373,1.01101338405463,"Rock","Psychic",6,14,0
"434",339,"Barboach","barboach",1.6149,2.777,1.277,1.5,1.0878,3.1486,2.1419,2.473,3.1622,148,"3","Hoenn",3,1.01936454568763,0.856527315037064,"Water","Ground",11,5,0
"435",340,"Whiscash","whiscash",2.1554,1.8514,1.473,2.3784,1.1824,3.223,2.7905,2.6554,3.5811,148,"3","Hoenn",3,1.00009130335559,0.945113094558055,"Water","Ground",11,5,0
"436",341,"Corphish","corphish",1.8514,2.5743,1.4122,1.5811,1.2635,3.5541,3.0608,2.8784,3.6959,148,"3","Hoenn",3,0.931699647148006,0.896950086740263,"Water","No 2nd Type",11,19,0
"437",342,"Crawdaunt","crawdaunt",3.7905,3.3378,1.6959,2.7027,1.3784,1.7432,3.8919,2.4122,3.5338,148,"3","Hoenn",3,1.08340675110849,0.924369722902267,"Water","Dark",11,17,0
"438",343,"Baltoy","baltoy",2.0816,2.8367,4.449,3.6122,2.5714,2.898,2.9388,2.7007,3.3605,147,"3","Hoenn",3,0.975520640557461,1.01088704725885,"Ground","Psychic",5,14,0
"439",344,"Claydol","claydol",3.5878,2.3243,4.3108,4.2365,2.1959,1.9324,3.1216,2.3311,3.2973,148,"3","Hoenn",3,1.21450959273087,1.03218348651194,"Ground","Psychic",5,14,0
"440",345,"Lileep","lileep",2.973,2.3986,1.8311,3.2838,1.1959,2.8446,2.7703,2.6824,3.3243,148,"3","Hoenn",3,1.05405405405405,0.986919362716759,"Rock","Grass",6,12,0
"441",346,"Cradily","cradily",2.9459,2.1486,1.9054,3.4054,1.1824,2.3851,3.223,2.3243,3.3378,148,"3","Hoenn",3,1.16569231287593,0.987129876490221,"Rock","Grass",6,12,0
"442",347,"Anorith","anorith",3.1689,3.1554,1.7635,2.3919,1.1757,3.5676,3.1216,2.7027,3.6824,148,"3","Hoenn",3,1.101410754634,1.00466547678452,"Rock","Bug",6,7,0
"443",348,"Armaldo","armaldo",4.1014,2.777,2.1149,3.5676,2.3784,2.1959,3.7365,2.5878,3.7027,148,"3","Hoenn",3,1.10563336049096,0.985880701281083,"Rock","Bug",6,7,0
"444",349,"Feebas","feebas",2.1014,2.9595,1.4054,1.5743,1.1622,2.0473,2.0135,1.473,3.2838,148,"3","Hoenn",3,1.1780301787479,0.947053629992277,"Water","No 2nd Type",11,19,0
"445",350,"Milotic","milotic",3.1361,3,1.4898,4.034,1.4286,3.7347,4.1497,4.6871,4.2925,147,"3","Hoenn",3,0.809895301486947,0.866562740821917,"Water","No 2nd Type",11,19,0
"446",351,"Rainy Castform","castform-rainy",1.6622,1.4189,3.3784,3.7365,1.4324,3.8986,2.4527,3.1149,3.0811,148,"3","Hoenn",3,1.12793957044694,0.930058854231566,"Water","No 2nd Type",11,19,0
"447",351,"Snowy Castform","castform-snowy",2.4122,1.5,3.3514,3.9324,1.4257,3.8784,2.5743,3.1486,3.1216,148,"3","Hoenn",3,1.03913559064673,1.00924537881065,"Ice","No 2nd Type",15,19,0
"448",351,"Sunny Castform","castform-sunny",1.8571,1.2789,3.4762,3.9796,1.619,3.8231,2.4762,3.034,3.068,147,"3","Hoenn",3,1.14083072695246,0.977411628100335,"Fire","No 2nd Type",10,19,0
"449",351,"standard Castform","castform",1.2973,1.2365,3.4595,3.3716,1.8176,3.5541,2.0811,2.5878,2.7027,148,"3","Hoenn",3,1.16416005689401,1.00901448450475,"Normal","No 2nd Type",1,19,0
"450",352,"Kecleon","kecleon",2.473,2.8514,1.3514,2.027,2.4865,2.8649,2.8378,2.5946,3.3716,148,"3","Hoenn",3,0.924738132438886,0.967938067813271,"Normal","No 2nd Type",1,19,0
"451",353,"Shuppet","shuppet",1.4865,1.6216,3.6689,4.1149,1.5541,3.7432,3.1689,3.1081,3.5811,148,"3","Hoenn",3,0.908023644720667,0.878668011794266,"Ghost","No 2nd Type",8,19,0
"452",354,"Mega Banette","banette-mega",3.7568,1.9324,4.0068,4.6419,3.3919,2.7568,4.3716,3.2432,4.0878,148,"6","Hoenn",3,1.06497718573492,0.90055624599855,"Ghost","No 2nd Type",8,19,1
"453",354,"standard Banette","banette",2.2297,1.8919,3.8851,4.0743,3.4122,2.8919,3.8716,2.8378,3.8243,148,"3","Hoenn",3,1.0508440379576,0.923951529010071,"Ghost","No 2nd Type",8,19,0
