"","DexNum","PokemonName","UserID","Complexity","Realism","Artificiality","Fantasy","Humanoid","Cuteness","Coolness","Beauty","Popularity","Generation","Region"
"9081",117,"Seadra","3434",2,4,2,4,1,1,4,4,4,"1","Kanto"
"9082",117,"Seadra","3480",2,2,2,4,1,2,4,4,4,"1","Kanto"
"9083",117,"Seadra","3783",2,4,2,2,1,3,4,3,3,"1","Kanto"
"9084",117,"Seadra","3932",2,3,1,3,1,1,3,3,3,"1","Kanto"
"9085",117,"Seadra","3943",2,3,2,3,1,2,2,2,3,"1","Kanto"
"9086",117,"Seadra","4750",4,4,1,3,1,2,4,2,3,"1","Kanto"
"9087",117,"Seadra","4953",2,4,1,1,1,3,4,3,4,"1","Kanto"
"9088",117,"Seadra","4999",3,3,1,3,1,2,3,3,3,"1","Kanto"
"9089",117,"Seadra","5031",3,3,1,2,1,2,4,4,4,"1","Kanto"
"9090",117,"Seadra","5878",2,4,1,2,1,2,3,3,3,"1","Kanto"
"9091",117,"Seadra","6443",4,4,1,1,1,4,4,4,5,"1","Kanto"
"9092",117,"Seadra","6754",4,3,1,4,1,2,5,3,5,"1","Kanto"
"9093",117,"Seadra","6842",4,4,2,3,1,2,4,2,4,"1","Kanto"
"9094",117,"Seadra","10142",2,5,1,5,1,1,5,4,5,"1","Kanto"
"9095",117,"Seadra","11391",2,1,1,2,1,1,2,2,2,"1","Kanto"
"9096",117,"Seadra","11745",4,3,1,3,1,1,3,3,3,"1","Kanto"
"9097",117,"Seadra","12365",2,2,1,4,1,2,4,3,4,"1","Kanto"
"9098",118,"Goldeen","71",2,2,2,3,1,1,1,1,2,"1","Kanto"
"9099",118,"Goldeen","748",1,4,1,1,2,3,3,4,3,"1","Kanto"
"9100",118,"Goldeen","753",1,1,1,1,1,1,1,1,1,"1","Kanto"
"9101",118,"Goldeen","762",1,2,1,1,1,3,2,4,3,"1","Kanto"
"9102",118,"Goldeen","763",1,1,1,1,1,1,1,1,1,"1","Kanto"
"9103",118,"Goldeen","788",1,5,1,2,1,5,4,5,4,"1","Kanto"
"9104",118,"Goldeen","796",2,3,1,1,1,1,1,1,1,"1","Kanto"
"9105",118,"Goldeen","892",1,2,1,2,1,2,2,2,2,"1","Kanto"
"9106",118,"Goldeen","933",1,4,1,1,2,3,1,5,3,"1","Kanto"
"9107",118,"Goldeen","1056",2,3,1,3,1,4,3,1,3,"1","Kanto"
"9108",118,"Goldeen","1067",2,4,1,2,1,3,3,4,3,"1","Kanto"
"9109",118,"Goldeen","1130",3,2,1,2,1,4,3,4,4,"1","Kanto"
"9110",118,"Goldeen","1169",3,1,1,3,2,1,2,3,3,"1","Kanto"
"9111",118,"Goldeen","1213",1,5,1,1,1,3,3,4,3,"1","Kanto"
"9112",118,"Goldeen","1224",2,2,2,2,1,2,2,4,2,"1","Kanto"
"9113",118,"Goldeen","1329",2,2,1,2,1,4,2,5,4,"1","Kanto"
"9114",118,"Goldeen","1359",1,2,1,2,1,2,2,2,1,"1","Kanto"
"9115",118,"Goldeen","1556",2,4,2,2,1,3,2,4,3,"1","Kanto"
"9116",118,"Goldeen","1661",2,3,2,4,1,3,2,5,4,"1","Kanto"
"9117",118,"Goldeen","1668",2,1,1,3,1,3,1,3,3,"1","Kanto"
"9118",118,"Goldeen","1795",1,5,1,1,1,1,1,1,1,"1","Kanto"
"9119",118,"Goldeen","1863",4,5,1,4,1,4,3,5,4,"1","Kanto"
"9120",118,"Goldeen","1964",3,3,5,5,5,1,1,1,1,"1","Kanto"
"9121",118,"Goldeen","1979",3,5,1,1,1,4,4,5,4,"1","Kanto"
"9122",118,"Goldeen","1991",1,5,1,1,1,3,2,4,3,"1","Kanto"
"9123",118,"Goldeen","2169",2,5,1,1,1,4,3,4,2,"1","Kanto"
"9124",118,"Goldeen","2223",3,4,1,1,1,4,3,4,4,"1","Kanto"
"9125",118,"Goldeen","2386",2,2,1,1,1,2,2,1,2,"1","Kanto"
"9126",118,"Goldeen","2409",3,4,2,2,1,2,2,3,3,"1","Kanto"
"9127",118,"Goldeen","2530",3,5,1,1,1,4,2,4,4,"1","Kanto"
"9128",118,"Goldeen","2797",1,2,1,1,1,2,1,2,3,"1","Kanto"
"9129",118,"Goldeen","2805",2,3,1,2,1,2,1,2,2,"1","Kanto"
"9130",118,"Goldeen","3006",1,2,2,2,1,3,3,3,3,"1","Kanto"
"9131",118,"Goldeen","3138",1,3,1,4,1,2,2,2,2,"1","Kanto"
"9132",118,"Goldeen","3199",2,4,1,1,2,3,2,5,3,"1","Kanto"
"9133",118,"Goldeen","3247",2,3,1,1,1,4,3,4,3,"1","Kanto"
"9134",118,"Goldeen","3281",2,4,2,3,2,4,2,4,3,"1","Kanto"
"9135",118,"Goldeen","3673",1,5,1,2,1,4,3,3,3,"1","Kanto"
"9136",118,"Goldeen","3894",1,5,1,1,1,2,2,3,3,"1","Kanto"
"9137",118,"Goldeen","4756",1,4,1,1,1,4,4,4,5,"1","Kanto"
"9138",118,"Goldeen","4897",2,5,1,1,1,3,2,4,2,"1","Kanto"
"9139",118,"Goldeen","4934",2,3,1,1,1,3,3,4,1,"1","Kanto"
"9140",118,"Goldeen","5070",2,5,1,1,1,3,2,3,2,"1","Kanto"
"9141",118,"Goldeen","5271",2,3,1,2,1,3,2,4,2,"1","Kanto"
"9142",118,"Goldeen","5884",1,2,1,1,1,2,1,3,2,"1","Kanto"
"9143",118,"Goldeen","6091",2,1,1,3,1,5,3,5,4,"1","Kanto"
"9144",118,"Goldeen","6780",3,2,1,1,2,3,1,2,3,"1","Kanto"
"9145",118,"Goldeen","6873",1,4,1,1,1,3,2,3,3,"1","Kanto"
"9146",118,"Goldeen","8664",2,3,2,2,1,4,1,3,3,"1","Kanto"
"9147",118,"Goldeen","10142",1,5,5,4,1,1,1,5,4,"1","Kanto"
"9148",118,"Goldeen","11622",2,2,2,3,1,2,2,3,3,"1","Kanto"
"9149",118,"Goldeen","11724",3,3,1,3,1,2,2,2,3,"1","Kanto"
"9150",119,"Seaking","238",2,5,1,1,1,4,2,5,3,"1","Kanto"
"9151",119,"Seaking","395",2,5,1,1,1,1,3,4,3,"1","Kanto"
"9152",119,"Seaking","762",2,3,1,2,1,2,2,4,3,"1","Kanto"
"9153",119,"Seaking","763",2,3,1,1,1,1,1,1,1,"1","Kanto"
"9154",119,"Seaking","814",4,2,1,4,2,1,3,3,2,"1","Kanto"
"9155",119,"Seaking","871",3,5,1,1,1,3,3,2,3,"1","Kanto"
"9156",119,"Seaking","886",4,4,1,3,1,2,3,2,4,"1","Kanto"
"9157",119,"Seaking","933",2,5,2,3,2,1,1,1,1,"1","Kanto"
"9158",119,"Seaking","971",1,5,1,1,1,2,2,3,3,"1","Kanto"
"9159",119,"Seaking","1016",1,5,1,2,1,1,1,2,2,"1","Kanto"
"9160",119,"Seaking","1042",4,3,1,1,1,5,4,4,3,"1","Kanto"
"9161",119,"Seaking","1093",4,4,1,1,1,1,2,2,3,"1","Kanto"
"9162",119,"Seaking","1130",3,4,1,2,1,1,1,1,4,"1","Kanto"
"9163",119,"Seaking","1213",1,5,1,1,1,2,3,2,3,"1","Kanto"
"9164",119,"Seaking","1292",4,3,1,1,1,1,1,1,1,"1","Kanto"
"9165",119,"Seaking","1345",2,4,1,1,1,2,2,3,2,"1","Kanto"
"9166",119,"Seaking","1575",2,4,1,1,1,4,2,3,4,"1","Kanto"
"9167",119,"Seaking","1636",3,4,1,1,1,2,4,4,5,"1","Kanto"
"9168",119,"Seaking","1648",1,4,1,1,1,3,2,4,3,"1","Kanto"
"9169",119,"Seaking","1950",1,4,1,2,1,1,1,2,2,"1","Kanto"
"9170",119,"Seaking","1964",3,3,5,3,5,1,1,1,1,"1","Kanto"
"9171",119,"Seaking","2067",4,4,1,2,1,4,4,3,3,"1","Kanto"
"9172",119,"Seaking","2206",4,5,2,1,1,2,3,2,3,"1","Kanto"
"9173",119,"Seaking","2223",3,4,1,1,1,4,4,4,4,"1","Kanto"
"9174",119,"Seaking","2349",4,2,1,1,1,1,2,1,2,"1","Kanto"
"9175",119,"Seaking","2390",4,5,1,1,1,2,4,2,4,"1","Kanto"
"9176",119,"Seaking","2530",1,5,1,1,1,4,3,3,4,"1","Kanto"
"9177",119,"Seaking","2532",1,4,1,1,1,1,2,1,3,"1","Kanto"
"9178",119,"Seaking","2584",1,5,1,1,1,2,2,4,3,"1","Kanto"
"9179",119,"Seaking","2871",2,4,1,1,1,2,2,2,3,"1","Kanto"
"9180",119,"Seaking","2948",4,5,1,2,1,3,4,5,4,"1","Kanto"
"9181",119,"Seaking","3062",1,3,1,1,1,3,3,3,3,"1","Kanto"
"9182",119,"Seaking","3119",1,1,1,3,1,2,2,3,3,"1","Kanto"
"9183",119,"Seaking","3128",3,3,1,1,1,1,1,1,1,"1","Kanto"
"9184",119,"Seaking","3192",1,5,1,1,1,4,2,4,4,"1","Kanto"
"9185",119,"Seaking","3199",3,4,1,1,1,2,1,2,3,"1","Kanto"
"9186",119,"Seaking","3523",3,5,1,1,1,3,2,3,3,"1","Kanto"
"9187",119,"Seaking","3593",3,4,1,2,1,2,2,2,3,"1","Kanto"
"9188",119,"Seaking","4224",3,5,1,1,1,2,2,3,3,"1","Kanto"
"9189",119,"Seaking","4750",2,5,2,1,1,3,3,4,3,"1","Kanto"
"9190",119,"Seaking","4816",1,5,1,1,1,3,3,4,3,"1","Kanto"
"9191",119,"Seaking","4894",3,3,1,1,1,1,4,1,4,"1","Kanto"
"9192",119,"Seaking","5044",3,5,2,1,1,2,1,2,2,"1","Kanto"
"9193",119,"Seaking","5235",1,5,1,1,1,2,1,2,2,"1","Kanto"
"9194",119,"Seaking","5700",1,1,1,4,1,2,3,2,2,"1","Kanto"
"9195",119,"Seaking","6091",2,1,1,1,1,4,1,2,3,"1","Kanto"
"9196",119,"Seaking","6780",2,1,1,1,1,3,3,3,4,"1","Kanto"
"9197",119,"Seaking","7598",3,4,1,1,1,1,1,4,1,"1","Kanto"
"9198",119,"Seaking","10142",1,3,3,1,3,1,1,3,4,"1","Kanto"
"9199",119,"Seaking","11391",1,1,1,1,1,1,1,2,1,"1","Kanto"
"9200",119,"Seaking","11822",2,4,1,1,1,2,4,4,4,"1","Kanto"
"9201",119,"Seaking","11854",3,4,2,1,1,3,3,3,3,"1","Kanto"
"9202",120,"Staryu","272",1,1,1,4,1,4,5,4,4,"1","Kanto"
"9203",120,"Staryu","327",2,2,2,5,2,2,2,3,4,"1","Kanto"
"9204",120,"Staryu","748",2,2,1,5,1,2,4,3,4,"1","Kanto"
"9205",120,"Staryu","762",1,2,1,2,1,1,2,2,2,"1","Kanto"
"9206",120,"Staryu","772",1,5,1,5,1,5,5,5,5,"1","Kanto"
"9207",120,"Staryu","784",2,3,2,4,4,3,5,4,5,"1","Kanto"
"9208",120,"Staryu","786",2,4,2,3,1,1,2,1,1,"1","Kanto"
"9209",120,"Staryu","796",3,2,2,3,1,3,3,3,3,"1","Kanto"
"9210",120,"Staryu","834",3,2,2,4,1,4,4,5,5,"1","Kanto"
"9211",120,"Staryu","918",5,5,5,5,5,5,5,5,5,"1","Kanto"
"9212",120,"Staryu","993",4,4,4,4,1,3,3,3,4,"1","Kanto"
"9213",120,"Staryu","1027",2,3,5,4,1,1,4,4,4,"1","Kanto"
"9214",120,"Staryu","1067",1,3,1,2,1,2,2,3,4,"1","Kanto"
"9215",120,"Staryu","1093",4,2,4,4,2,2,2,2,3,"1","Kanto"
"9216",120,"Staryu","1130",5,4,2,2,1,4,4,4,3,"1","Kanto"
"9217",120,"Staryu","1167",3,2,5,4,1,4,3,3,5,"1","Kanto"
"9218",120,"Staryu","1213",2,4,1,4,1,2,3,2,3,"1","Kanto"
"9219",120,"Staryu","1224",1,1,4,4,1,3,4,2,4,"1","Kanto"
"9220",120,"Staryu","1226",2,3,3,3,1,1,4,3,4,"1","Kanto"
"9221",120,"Staryu","1241",1,3,3,4,1,4,2,3,3,"1","Kanto"
"9222",120,"Staryu","1272",2,3,2,2,1,2,2,3,2,"1","Kanto"
"9223",120,"Staryu","1333",2,4,3,5,5,3,3,3,3,"1","Kanto"
"9224",120,"Staryu","1345",2,3,4,2,2,2,2,3,4,"1","Kanto"
"9225",120,"Staryu","1643",3,2,4,4,1,2,4,4,3,"1","Kanto"
"9226",120,"Staryu","1651",2,4,1,2,1,2,3,2,3,"1","Kanto"
"9227",120,"Staryu","1661",2,1,2,3,1,5,4,4,2,"1","Kanto"
"9228",120,"Staryu","1854",1,4,1,1,1,2,2,2,2,"1","Kanto"
"9229",120,"Staryu","1964",3,3,3,3,5,1,1,1,1,"1","Kanto"
"9230",120,"Staryu","1972",2,3,5,2,1,1,2,3,3,"1","Kanto"
"9231",120,"Staryu","1999",2,3,3,3,1,5,5,5,5,"1","Kanto"
"9232",120,"Staryu","2209",2,2,3,2,1,2,2,2,2,"1","Kanto"
"9233",120,"Staryu","2223",3,4,2,5,1,4,4,4,4,"1","Kanto"
"9234",120,"Staryu","2307",1,2,2,2,1,2,2,2,3,"1","Kanto"
"9235",120,"Staryu","2633",1,4,2,2,1,2,4,4,4,"1","Kanto"
"9236",120,"Staryu","2800",2,4,4,1,1,3,3,3,4,"1","Kanto"
"9237",120,"Staryu","3039",1,3,3,3,4,3,4,3,4,"1","Kanto"
"9238",120,"Staryu","3199",1,3,3,3,1,1,3,4,4,"1","Kanto"
"9239",120,"Staryu","3253",1,2,2,2,1,3,3,3,3,"1","Kanto"
"9240",120,"Staryu","3371",2,4,4,5,1,2,4,3,4,"1","Kanto"
"9241",120,"Staryu","3523",2,1,3,4,1,2,4,2,3,"1","Kanto"
"9242",120,"Staryu","3894",3,3,5,3,3,3,3,2,5,"1","Kanto"
"9243",120,"Staryu","4750",1,4,3,3,1,3,3,3,3,"1","Kanto"
"9244",120,"Staryu","5124",1,4,2,4,1,3,3,4,3,"1","Kanto"
"9245",120,"Staryu","5262",2,3,4,3,1,3,4,3,5,"1","Kanto"
"9246",120,"Staryu","6001",2,2,3,5,2,3,3,5,4,"1","Kanto"
"9247",120,"Staryu","6183",3,3,3,3,3,3,4,3,3,"1","Kanto"
"9248",120,"Staryu","6715",1,3,5,3,1,3,5,5,5,"1","Kanto"
"9249",120,"Staryu","8402",2,2,4,1,1,1,2,4,4,"1","Kanto"
"9250",120,"Staryu","9861",1,2,4,4,1,1,2,2,2,"1","Kanto"
"9251",120,"Staryu","10590",2,2,2,4,2,3,4,4,4,"1","Kanto"
"9252",120,"Staryu","11601",4,4,5,5,1,1,4,3,5,"1","Kanto"
"9253",120,"Staryu","11865",1,1,5,2,1,1,1,1,1,"1","Kanto"
"9254",121,"Starmie","208",2,3,3,2,1,3,4,5,4,"1","Kanto"
"9255",121,"Starmie","363",2,4,1,2,1,2,4,3,4,"1","Kanto"
"9256",121,"Starmie","748",3,3,2,5,1,3,4,4,4,"1","Kanto"
"9257",121,"Starmie","753",1,1,3,4,2,2,3,3,3,"1","Kanto"
"9258",121,"Starmie","762",2,3,1,3,1,3,3,3,2,"1","Kanto"
"9259",121,"Starmie","763",3,4,3,4,2,1,4,4,4,"1","Kanto"
"9260",121,"Starmie","771",3,4,5,4,1,1,4,4,4,"1","Kanto"
"9261",121,"Starmie","796",2,2,4,5,1,1,4,2,2,"1","Kanto"
"9262",121,"Starmie","838",4,5,5,5,1,1,4,4,2,"1","Kanto"
"9263",121,"Starmie","933",2,2,1,3,1,1,3,4,4,"1","Kanto"
"9264",121,"Starmie","1039",2,2,4,5,1,4,4,4,5,"1","Kanto"
"9265",121,"Starmie","1062",3,4,5,4,2,4,3,4,3,"1","Kanto"
"9266",121,"Starmie","1067",3,3,1,4,1,3,3,3,5,"1","Kanto"
"9267",121,"Starmie","1079",4,5,4,2,1,3,4,4,4,"1","Kanto"
"9268",121,"Starmie","1130",5,4,4,5,1,2,5,3,3,"1","Kanto"
"9269",121,"Starmie","1213",2,4,1,4,1,1,4,4,4,"1","Kanto"
"9270",121,"Starmie","1573",3,2,3,5,1,4,4,5,4,"1","Kanto"
"9271",121,"Starmie","1585",4,5,4,3,1,4,4,2,4,"1","Kanto"
"9272",121,"Starmie","1648",2,3,4,5,1,3,4,3,4,"1","Kanto"
"9273",121,"Starmie","1660",3,3,2,3,1,3,3,3,4,"1","Kanto"
"9274",121,"Starmie","1899",2,2,2,3,1,1,4,5,4,"1","Kanto"
"9275",121,"Starmie","1964",5,5,5,5,5,1,1,1,1,"1","Kanto"
"9276",121,"Starmie","1991",3,3,3,4,1,2,3,4,4,"1","Kanto"
"9277",121,"Starmie","2120",2,2,1,3,1,2,4,4,3,"1","Kanto"
"9278",121,"Starmie","2223",3,4,4,5,1,4,5,4,4,"1","Kanto"
"9279",121,"Starmie","2316",2,4,4,4,1,4,4,5,5,"1","Kanto"
"9280",121,"Starmie","2513",4,2,4,5,1,1,4,4,4,"1","Kanto"
"9281",121,"Starmie","2651",1,2,1,4,1,2,2,4,4,"1","Kanto"
"9282",121,"Starmie","2705",5,2,5,1,1,1,1,5,3,"1","Kanto"
"9283",121,"Starmie","2834",2,3,3,3,1,1,3,3,3,"1","Kanto"
"9284",121,"Starmie","2894",4,3,1,4,1,4,5,5,5,"1","Kanto"
"9285",121,"Starmie","2896",1,1,5,5,1,4,4,4,4,"1","Kanto"
"9286",121,"Starmie","2934",2,4,4,4,1,2,4,5,4,"1","Kanto"
"9287",121,"Starmie","2960",2,4,2,2,2,3,4,4,4,"1","Kanto"
"9288",121,"Starmie","3153",3,2,3,1,1,2,4,3,4,"1","Kanto"
"9289",121,"Starmie","3199",1,4,4,3,1,1,4,5,4,"1","Kanto"
"9290",121,"Starmie","3333",2,3,1,3,1,2,5,4,4,"1","Kanto"
"9291",121,"Starmie","3526",4,4,2,2,3,1,2,2,2,"1","Kanto"
"9292",121,"Starmie","3721",3,4,3,4,1,1,4,3,3,"1","Kanto"
"9293",121,"Starmie","4224",3,4,4,4,1,3,3,3,3,"1","Kanto"
"9294",121,"Starmie","4757",3,5,3,3,1,1,4,4,4,"1","Kanto"
"9295",121,"Starmie","4886",2,2,3,3,1,1,3,2,3,"1","Kanto"
"9296",121,"Starmie","4893",1,3,3,4,1,4,5,5,5,"1","Kanto"
"9297",121,"Starmie","5124",1,3,3,4,1,4,5,5,4,"1","Kanto"
"9298",121,"Starmie","5312",2,2,1,4,1,3,3,3,4,"1","Kanto"
"9299",121,"Starmie","6049",3,2,4,4,1,2,4,2,3,"1","Kanto"
"9300",121,"Starmie","6183",2,4,3,4,2,3,3,3,3,"1","Kanto"
"9301",121,"Starmie","6850",2,2,1,5,1,2,4,5,4,"1","Kanto"
"9302",121,"Starmie","8589",4,4,3,4,1,2,4,4,3,"1","Kanto"
"9303",121,"Starmie","9813",4,2,3,4,1,3,3,3,3,"1","Kanto"
"9304",121,"Starmie","11631",3,3,5,4,1,3,4,2,3,"1","Kanto"
"9305",121,"Starmie","12494",2,2,4,3,1,1,2,3,3,"1","Kanto"
"9306",122,"standard Mr. Mime","108",4,1,1,2,5,1,1,1,1,"1","Kanto"
"9307",122,"standard Mr. Mime","748",2,2,2,5,5,1,2,1,4,"1","Kanto"
"9308",122,"standard Mr. Mime","750",4,1,1,4,5,1,4,2,5,"1","Kanto"
"9309",122,"standard Mr. Mime","762",3,1,2,4,5,4,3,3,4,"1","Kanto"
"9310",122,"standard Mr. Mime","771",2,1,2,4,5,2,2,1,3,"1","Kanto"
"9311",122,"standard Mr. Mime","779",4,1,2,4,5,1,1,1,1,"1","Kanto"
"9312",122,"standard Mr. Mime","786",2,1,2,4,5,3,2,2,4,"1","Kanto"
"9313",122,"standard Mr. Mime","796",2,1,4,5,5,1,1,2,5,"1","Kanto"
"9314",122,"standard Mr. Mime","897",3,1,1,5,5,1,2,2,1,"1","Kanto"
"9315",122,"standard Mr. Mime","933",3,1,4,5,4,2,4,2,4,"1","Kanto"
"9316",122,"standard Mr. Mime","1045",4,1,4,5,5,1,2,1,3,"1","Kanto"
"9317",122,"standard Mr. Mime","1067",4,3,2,4,5,2,3,3,3,"1","Kanto"
"9318",122,"standard Mr. Mime","1130",4,2,3,3,5,2,2,2,2,"1","Kanto"
"9319",122,"standard Mr. Mime","1213",3,2,3,5,5,3,1,3,3,"1","Kanto"
"9320",122,"standard Mr. Mime","1215",3,1,4,4,5,1,1,1,1,"1","Kanto"
"9321",122,"standard Mr. Mime","1272",1,2,2,1,2,1,1,2,2,"1","Kanto"
"9322",122,"standard Mr. Mime","1343",3,2,2,4,4,2,2,2,2,"1","Kanto"
"9323",122,"standard Mr. Mime","1510",4,1,2,4,5,4,1,1,1,"1","Kanto"
"9324",122,"standard Mr. Mime","1573",3,1,2,4,5,3,3,2,4,"1","Kanto"
"9325",122,"standard Mr. Mime","1854",4,1,2,1,5,1,1,1,1,"1","Kanto"
"9326",122,"standard Mr. Mime","1964",5,5,5,1,5,1,1,1,1,"1","Kanto"
"9327",122,"standard Mr. Mime","1978",2,2,3,4,5,2,2,1,2,"1","Kanto"
"9328",122,"standard Mr. Mime","2047",2,1,1,4,5,1,1,1,1,"1","Kanto"
"9329",122,"standard Mr. Mime","2051",2,1,2,4,5,2,2,2,3,"1","Kanto"
"9330",122,"standard Mr. Mime","2052",3,2,1,4,5,1,1,1,1,"1","Kanto"
"9331",122,"standard Mr. Mime","2223",3,1,3,5,5,4,4,4,4,"1","Kanto"
"9332",122,"standard Mr. Mime","2364",2,4,2,4,5,1,1,1,1,"1","Kanto"
"9333",122,"standard Mr. Mime","2445",1,1,4,4,5,4,4,2,4,"1","Kanto"
"9334",122,"standard Mr. Mime","2498",2,1,3,5,5,4,1,2,4,"1","Kanto"
"9335",122,"standard Mr. Mime","2530",4,1,2,5,5,1,1,1,1,"1","Kanto"
"9336",122,"standard Mr. Mime","2548",3,1,4,5,5,1,1,1,2,"1","Kanto"
"9337",122,"standard Mr. Mime","2660",2,2,2,4,5,1,1,1,2,"1","Kanto"
"9338",122,"standard Mr. Mime","2746",3,2,3,4,5,2,2,1,2,"1","Kanto"
"9339",122,"standard Mr. Mime","3177",3,3,1,2,5,1,1,1,1,"1","Kanto"
"9340",122,"standard Mr. Mime","3199",3,1,2,5,5,3,2,1,4,"1","Kanto"
"9341",122,"standard Mr. Mime","3204",2,1,2,5,4,3,2,2,4,"1","Kanto"
"9342",122,"standard Mr. Mime","3352",3,1,3,5,5,1,1,1,1,"1","Kanto"
"9343",122,"standard Mr. Mime","3455",1,1,1,3,5,3,2,2,3,"1","Kanto"
"9344",122,"standard Mr. Mime","3791",2,2,2,2,5,2,2,2,2,"1","Kanto"
"9345",122,"standard Mr. Mime","3923",3,2,1,4,4,2,3,2,2,"1","Kanto"
"9346",122,"standard Mr. Mime","4750",2,1,4,4,5,3,2,3,2,"1","Kanto"
"9347",122,"standard Mr. Mime","4913",3,1,1,4,5,2,3,3,3,"1","Kanto"
"9348",122,"standard Mr. Mime","5004",3,2,2,3,5,1,1,1,1,"1","Kanto"
"9349",122,"standard Mr. Mime","5025",2,1,3,3,5,1,1,1,2,"1","Kanto"
"9350",122,"standard Mr. Mime","5176",5,5,5,5,5,5,5,5,5,"1","Kanto"
"9351",122,"standard Mr. Mime","5699",3,1,3,2,5,2,2,2,3,"1","Kanto"
"9352",122,"standard Mr. Mime","6722",3,3,1,1,5,1,1,1,1,"1","Kanto"
"9353",122,"standard Mr. Mime","8512",5,1,4,4,5,1,1,1,1,"1","Kanto"
"9354",122,"standard Mr. Mime","8664",3,2,3,3,5,2,3,2,4,"1","Kanto"
"9355",122,"standard Mr. Mime","10087",2,1,3,4,5,2,2,1,5,"1","Kanto"
"9356",122,"standard Mr. Mime","11726",3,1,4,4,5,1,1,1,1,"1","Kanto"
"9357",122,"standard Mr. Mime","12494",3,1,4,4,5,1,1,2,3,"1","Kanto"
"9358",122,"Galarian Mr. Mime","50",4,1,4,5,5,1,1,1,1,"8","Galar"
"9359",122,"Galarian Mr. Mime","338",1,1,1,3,2,2,3,5,1,"8","Galar"
"9360",122,"Galarian Mr. Mime","442",5,2,2,3,5,3,3,2,3,"8","Galar"
"9361",122,"Galarian Mr. Mime","748",5,4,5,2,1,2,5,5,4,"8","Galar"
"9362",122,"Galarian Mr. Mime","750",4,1,2,4,5,1,3,2,4,"8","Galar"
"9363",122,"Galarian Mr. Mime","762",3,3,3,3,2,3,3,5,3,"8","Galar"
"9364",122,"Galarian Mr. Mime","828",4,1,3,4,5,1,1,2,1,"8","Galar"
"9365",122,"Galarian Mr. Mime","933",1,1,1,2,3,5,3,4,1,"8","Galar"
"9366",122,"Galarian Mr. Mime","969",4,1,4,4,5,1,1,1,2,"8","Galar"
"9367",122,"Galarian Mr. Mime","1069",1,1,2,3,2,3,3,5,1,"8","Galar"
"9368",122,"Galarian Mr. Mime","1070",3,1,5,1,5,1,1,1,1,"8","Galar"
"9369",122,"Galarian Mr. Mime","1090",3,4,3,4,4,2,3,3,5,"8","Galar"
"9370",122,"Galarian Mr. Mime","1130",3,2,4,4,5,1,1,1,2,"8","Galar"
"9371",122,"Galarian Mr. Mime","1213",1,1,1,1,3,1,3,3,5,"8","Galar"
"9372",122,"Galarian Mr. Mime","1226",3,1,4,4,5,4,3,2,4,"8","Galar"
"9373",122,"Galarian Mr. Mime","1346",2,2,2,1,2,1,1,2,5,"8","Galar"
"9374",122,"Galarian Mr. Mime","1554",5,1,5,5,5,1,1,1,1,"8","Galar"
"9375",122,"Galarian Mr. Mime","1585",2,1,1,1,4,1,2,4,5,"8","Galar"
"9376",122,"Galarian Mr. Mime","1601",2,4,2,2,5,1,1,1,2,"8","Galar"
"9377",122,"Galarian Mr. Mime","1619",3,3,3,4,3,1,1,3,5,"8","Galar"
"9378",122,"Galarian Mr. Mime","1793",2,1,3,4,5,4,4,2,4,"8","Galar"
"9379",122,"Galarian Mr. Mime","1964",1,1,1,1,3,5,5,1,5,"8","Galar"
"9380",122,"Galarian Mr. Mime","2010",3,1,1,5,5,1,1,1,5,"8","Galar"
"9381",122,"Galarian Mr. Mime","2015",2,2,2,2,2,2,2,4,5,"8","Galar"
"9382",122,"Galarian Mr. Mime","2206",2,2,4,5,5,4,4,3,5,"8","Galar"
"9383",122,"Galarian Mr. Mime","2223",5,5,4,5,3,1,2,5,5,"8","Galar"
"9384",122,"Galarian Mr. Mime","2325",4,2,2,4,5,3,3,2,3,"8","Galar"
"9385",122,"Galarian Mr. Mime","2390",1,1,1,1,4,1,1,3,5,"8","Galar"
"9386",122,"Galarian Mr. Mime","2409",4,3,3,4,5,2,2,2,2,"8","Galar"
"9387",122,"Galarian Mr. Mime","2411",2,1,1,1,4,1,3,4,5,"8","Galar"
"9388",122,"Galarian Mr. Mime","2575",5,1,5,5,5,4,1,3,2,"8","Galar"
"9389",122,"Galarian Mr. Mime","2644",1,1,1,2,4,2,3,2,5,"8","Galar"
"9390",122,"Galarian Mr. Mime","2746",3,2,3,4,5,2,4,1,2,"8","Galar"
"9391",122,"Galarian Mr. Mime","2805",1,1,1,2,2,1,2,5,5,"8","Galar"
"9392",122,"Galarian Mr. Mime","2976",2,1,2,5,5,1,1,1,1,"8","Galar"
"9393",122,"Galarian Mr. Mime","3003",4,3,3,3,3,2,2,2,5,"8","Galar"
"9394",122,"Galarian Mr. Mime","3119",1,2,3,3,5,3,3,3,2,"8","Galar"
"9395",122,"Galarian Mr. Mime","3128",3,3,3,3,3,1,2,3,5,"8","Galar"
"9396",122,"Galarian Mr. Mime","3199",3,1,3,5,5,1,2,2,3,"8","Galar"
"9397",122,"Galarian Mr. Mime","3409",2,2,2,2,3,1,4,3,5,"8","Galar"
"9398",122,"Galarian Mr. Mime","3952",4,2,1,5,5,3,3,3,3,"8","Galar"
"9399",122,"Galarian Mr. Mime","4224",1,1,1,1,2,2,3,3,5,"8","Galar"
