"","X..dex","pokemon","pokeapi.name","complexity","realism","artificiality","fantasy","humanoid","cuteness","coolness","beauty","popularity","rating.count"
"214",385,"Jirachi","jirachi",2.4231,1.8269,3.1154,4.6923,3.3462,4.5385,3.5962,4.25,4.1346,52
"215",386,"Attack Deoxys","deoxys-attack",3.9804,2.6667,4.1765,4.7647,4.549,1.7451,4.4706,3.1569,4,51
"216",386,"Speed Deoxys","deoxys-speed",3.9423,2.6923,4.1731,4.5192,4.4231,1.9423,4.5769,3.2692,3.9038,52
"217",386,"standard Deoxys","deoxys-normal",4.0962,2.8462,4.0577,4.5192,4.5385,1.75,4.4808,3.2115,4.2308,52
"218",387,"Turtwig","turtwig",2.0577,2.3269,1.3462,2.8846,1.1731,4.5962,3.6538,3.4231,4.3654,52
"219",389,"Torterra","torterra",3.9231,3.5769,1.8654,4.1731,1.1731,2.4231,4.4615,3.0769,4.4038,52
"220",392,"Infernape","infernape",3.7647,3.0784,2,3.9412,4.098,2.2353,4.3137,3.0196,3.7255,51
"221",395,"Empoleon","empoleon",3.9038,3.0385,2.4423,3.4038,3.2115,2.25,4.3462,3.2115,3.9423,52
"222",398,"Staraptor","staraptor",3.1346,3.5,1.2885,1.9231,1.2885,2.2308,4.1346,3.3269,3.9231,52
"223",403,"Shinx","shinx",2.0385,1.7885,1.5192,2.8462,1.2115,4.4423,3.5962,3.5192,4.0192,52
"224",404,"Luxio","luxio",3.0385,2.5192,1.5577,2.9808,1.1154,3.4808,3.9423,3.3462,3.9038,52
"225",405,"Luxray","luxray",3.5385,3.1731,1.5769,3.4615,1.1346,2.9231,4.6538,3.8269,4.3654,52
"226",407,"Roserade","roserade",3.2353,2.2353,1.9608,4.0588,4.3333,3.3725,3.9804,4.3529,3.8431,51
"227",408,"Cranidos","cranidos",2.25,2.5577,1.8269,2.4423,1.3846,3.5577,3.7885,2.7692,3.9231,52
"228",409,"Rampardos","rampardos",3.5,3.0577,2.0962,2.9615,1.6154,1.6538,4.1538,2.4038,3.8269,52
"229",418,"Buizel","buizel",2.1731,2.5192,1.7115,2.5385,2.2115,3.9615,3.7308,3.4038,3.7885,52
"230",419,"Floatzel","floatzel",3,2.3462,1.7885,2.7692,2.8462,3.0962,3.6731,3.25,3.5577,52
"231",429,"Mismagius","mismagius",3.1961,1.8627,2.9804,4.6863,2.9412,3.1961,4.0392,3.7451,4.2549,51
"232",430,"Honchkrow","honchkrow",2.8269,2.3846,1.6923,2.9615,2.0577,2.2692,4.1154,3.1538,4,52
"233",442,"Spiritomb","spiritomb",2.9216,1.7451,3.7647,4.7451,1.2745,1.8627,4.1373,2.6667,3.7255,51
"234",443,"Gible","gible",2.2115,1.75,1.7308,3.7308,1.7692,4.3269,3.7692,2.7308,4.2308,52
"235",445,"standard Garchomp","garchomp",4.0192,2.9808,2.1154,4.3846,2.8846,1.7692,4.4615,2.8846,4.0769,52
"236",447,"Riolu","riolu",2.2885,2.0577,1.9038,3.3269,3.9808,4.1154,3.8269,3.2308,3.7692,52
"237",448,"Mega Lucario","lucario-mega",4.5294,2.7451,2.451,4.2745,4.4902,2.2941,4.4902,3.3333,3.8824,51
"238",448,"standard Lucario","lucario",3.3269,2.5192,2.2692,4.0962,4.3654,2.6731,4.3077,3.2692,3.9231,52
"239",451,"Skorupi","skorupi",2.5962,2.2115,1.7115,2.2308,1.1923,3.3846,3.5192,2.6154,3.7115,52
"240",453,"Croagunk","croagunk",2.5192,1.8654,1.6538,2.9808,3.6346,3.0769,3.9423,2.4231,3.9808,52
"241",454,"Toxicroak","toxicroak",3.5385,2.4231,1.8077,3.2692,3.75,1.8846,4.0192,2.2308,3.6923,52
"242",460,"standard Abomasnow","abomasnow",3.0385,2.2308,1.5577,4.0385,3.4615,1.8654,3.5962,2.25,3.6538,52
"243",461,"Weavile","weavile",3.0577,2.3269,2.0385,3.5,3.75,3.0192,4.2885,3.5577,4.0769,52
"244",462,"Magnezone","magnezone",3.3529,2.1765,4.8627,4.0392,1.1373,1.9608,4,2.6863,3.7843,51
"245",466,"Electivire","electivire",3.7692,2.6538,2.6538,3.9808,3.8654,1.6346,4.0769,2.5,3.7308,52
"246",469,"Yanmega","yanmega",3.6346,3.8462,1.6154,2.8654,1.1731,1.6731,4.2115,2.7308,3.9231,52
"247",470,"Leafeon","leafeon",2.6346,2.9231,1.3462,3.6346,1.1538,4.4038,3.8462,4.4423,4.2308,52
"248",471,"Glaceon","glaceon",2.3077,2.5,1.8269,3.4808,1.3269,4.1731,3.9038,4.2692,4.0962,52
"249",472,"Gliscor","gliscor",3.5,2.2308,2,3.5385,1.9615,2.3077,4.25,2.5769,3.8654,52
"250",473,"Mamoswine","mamoswine",2.3462,3.1923,1.3269,2.25,1.0769,2.25,3.7885,2.3846,3.7885,52
"251",474,"Porygon-Z","porygon-z",2.0784,1.451,4.6863,4.2941,1.2745,3.3529,3.8431,3.0392,4.1373,51
"252",475,"Mega Gallade","gallade-mega",3.8269,2.2115,2.8269,4.4038,4.6346,2.5962,4.3269,3.8654,3.9038,52
"253",475,"standard Gallade","gallade",2.9412,2.098,2.8627,4.0784,4.8039,2.3529,4.1373,3.2549,3.7059,51
"254",477,"Dusknoir","dusknoir",3.6275,2.2745,3.6275,4.4314,3.5882,1.6078,4.3333,2.6471,3.7843,51
"255",478,"Froslass","froslass",3.5686,2.2549,2.9804,4.549,3.8824,3.2157,3.8627,4,4.0784,51
"256",479,"Mow Rotom","rotom-mow",2.3529,1.451,4.7059,4.0588,1.1961,2.9608,3.549,2.6275,3.8039,51
"257",479,"standard Rotom","rotom",1.6667,1.3137,4.4902,4.2549,1.2745,3.9804,3.8627,3.3922,3.8824,51
"258",483,"standard Dialga","dialga",4.6731,3.1154,3.6923,4.6538,1.1923,1.5962,4.1923,2.8654,3.7692,52
"259",486,"Regigigas","regigigas",4.0385,2.6154,3.8654,4.5577,3.7885,1.6538,3.9808,2.6346,3.7115,52
"260",487,"Origin Giratina","giratina-origin",4.4615,2.9423,2.8269,4.7115,1.25,1.6923,4.7115,3.3846,4.4423,52
"261",487,"Altered Giratina","giratina-altered",4.5962,2.8462,2.8269,4.7692,1.2692,1.6538,4.7115,2.9231,4.4615,52
"262",488,"Cresselia","cresselia",3.2692,2.1154,3.2885,4.7308,1.5192,3.4423,3.4808,4.2692,3.7115,52
"263",491,"Darkrai","darkrai",3.4314,2.3922,3.3137,4.6667,3.6863,1.6667,4.5686,3.2941,4.098,51
"264",492,"Sky Shaymin","shaymin-sky",2.5769,1.8654,1.6923,4.1346,1.3846,4,3.7692,3.8462,3.6346,52
"265",493,"Arceus","arceus-normal",4.2745,3.2941,3.1373,4.6667,1.5882,2.0392,4.2353,3.4902,3.9412,51
"266",494,"Victini","victini",2.2157,1.5098,2.0588,4.3333,3.0784,4.1373,3.3922,3.4902,3.5882,51
"267",495,"Snivy","snivy",2.0769,1.6154,1.75,3.0962,2.7885,3.9038,3.4038,3.4423,3.5962,52
"268",497,"Serperior","serperior",3.5577,2.8654,1.5192,3.7308,1.3462,2.9038,4.2308,4.0577,4.25,52
"269",502,"Dewott","dewott",3.0385,2.2115,1.6538,3.4038,3.3269,3.7115,4.0385,3.1923,3.9615,52
"270",503,"Hisuian Samurott","samurott-hisui",3.8235,2.8235,2.1569,3.8824,1.8039,2.2549,4.4314,3.451,4.0588,51
"271",503,"standard Samurott","samurott",3.7308,2.8846,1.8462,3.75,1.6923,2.3077,4.0962,3.1154,3.8077,52
"272",508,"Stoutland","stoutland",2.5882,3.451,1.098,1.5098,1.1569,3.2941,3.5294,3.1569,3.6667,51
"273",522,"Blitzle","blitzle",1.8627,2.0784,1.5686,2.6275,1.1373,4.2157,3.5882,3.5882,3.8431,51
"274",523,"Zebstrika","zebstrika",2.9423,3.4423,1.6923,2.6154,1.1731,2.4423,4.0385,3.3269,3.75,52
"275",526,"Gigalith","gigalith",3.8462,2.8654,3.75,4.0385,1.2308,1.5385,4.3077,2.6154,3.9423,52
"276",530,"Excadrill","excadrill",3.3529,2.2353,2.549,3.5098,2.2745,2.2549,4.1961,2.8039,3.9216,51
"277",542,"Leavanny","leavanny",3.3846,2.3846,1.4615,3.2308,4.1346,3.9231,3.4423,3.9808,3.7692,52
"278",543,"Venipede","venipede",2.7843,2.7843,1.3725,2.2353,1.3137,3.1176,3.6471,2.8235,3.8235,51
"279",544,"Whirlipede","whirlipede",3.1154,2.5769,1.75,3,1.1154,2.1154,3.8077,2.6154,3.6923,52
"280",545,"Scolipede","scolipede",3.6667,2.8627,1.549,3.2549,1.2157,2.1961,4.1961,3.0196,4,51
"281",551,"Sandile","sandile",1.9808,2.5385,1.3077,1.9038,1.1923,4.25,3.8654,3.0769,4.0385,52
"282",552,"Krokorok","krokorok",2.5962,2.1923,1.5769,2.4423,3.1923,2.5577,3.9038,2.8654,3.6154,52
"283",553,"Krookodile","krookodile",2.9231,2.1923,1.5192,2.75,3.1731,2.0962,4.5962,2.9423,4.1346,52
"284",558,"Crustle","crustle",2.8077,2.8462,1.9231,2.6154,1.1731,2.7885,3.4423,2.4038,3.8077,52
"285",560,"Scrafty","scrafty",2.9615,1.7115,2,3,4.2308,2.4423,3.7692,2.2692,3.7692,52
"286",561,"Sigilyph","sigilyph",4.3077,2.3077,4.1154,4.5769,1.2308,2.0385,3.5385,3.0577,3.7308,52
"287",562,"Galarian Yamask","yamask-galar",2.1569,1.6863,3.6863,4.3922,2.0392,3.7451,3.549,2.902,3.8039,51
"288",562,"standard Yamask","yamask",2.0192,1.6346,3.7115,4.2308,2.5577,3.8462,3.3846,3.1346,3.9231,52
"289",563,"Cofagrigus","cofagrigus",3.3654,2.1923,4.3077,4.5769,2.2885,1.6923,4.0385,2.75,3.8654,52
"290",566,"Archen","archen",2.6346,2.25,1.5385,2.6731,1.2692,4.1154,3.6346,2.9615,4.0577,52
"291",567,"Archeops","archeops",3.75,2.9231,1.5,3,1.1923,2.6346,3.9615,3.0769,4,52
"292",570,"Hisuian Zorua","zorua-hisui",2.6275,2.1961,1.8627,3.9412,1.1765,4.7059,4.0784,4.3529,4.4118,51
"293",570,"standard Zorua","zorua",2.3846,1.9808,1.3269,3.3269,1.1538,4.5962,4.25,4.0769,4.3269,52
"294",571,"Hisuian Zoroark","zoroark-hisui",4.4038,2.75,2,4.7115,3.8462,2.4038,4.5385,3.9038,4.3654,52
"295",571,"standard Zoroark","zoroark",3.3846,2.5385,1.6731,4.1923,3.8846,2.8846,4.5577,3.7115,4.1346,52
"296",579,"Reuniclus","reuniclus",2.9423,1.7308,2.1731,4.0192,2.8269,4.3462,3.8462,3.3269,4.2308,52
"297",586,"Autumn Sawsbuck","sawsbuck-autumn",2.8077,3.6923,1.2692,2.9615,1.1538,3.0192,3.5577,4,3.8269,52
"298",586,"Summer Sawsbuck","sawsbuck-summer",2.3654,3.7885,1.1923,2.5,1.1154,3.1731,3.5962,3.9615,3.75,52
"299",586,"Winter Sawsbuck","sawsbuck-winter",2.5769,3.75,1.2308,2.3269,1.1154,3.2115,3.6731,3.9231,3.7885,52
"300",595,"Joltik","joltik",1.7692,2.0192,1.3846,2.5,1.1731,4.5,3.5962,3.4038,4.1923,52
"301",596,"Galvantula","galvantula",3.4231,2.9808,1.3846,2.8269,1.1346,3.1538,3.9423,3.0577,4.0385,52
"302",604,"Eelektross","eelektross",3.5962,2.4038,1.8846,3.5385,1.7885,1.9038,3.9615,2.1731,3.9231,52
"303",607,"Litwick","litwick",1.3725,1.6667,4.0588,3.9412,1.6471,4.4706,3.3529,3.8039,4.0784,51
"304",608,"Lampent","lampent",2.0196,2.1373,4.6667,3.9216,1.6667,3.8039,3.549,3.8235,4.098,51
"305",609,"Chandelure","chandelure",3.3077,2.3654,4.5577,4.4038,1.1346,3.0192,4.25,3.9231,4.3462,52
"306",610,"Axew","axew",2.2692,2.1731,1.7308,3.6731,1.9808,4.3654,3.6346,3.3846,4.0769,52
"307",611,"Fraxure","fraxure",3.1961,2.8627,2.0392,3.8627,2.451,2.7451,3.8627,2.8235,3.6471,51
"308",612,"Haxorus","haxorus",3.9216,3.2353,2.3725,4.2549,2.2745,1.8824,4.6078,3.0392,4.1373,51
"309",617,"Accelgor","accelgor",3.0784,2,2.3137,3.9608,2.7647,1.7451,4.0392,2.3922,3.6471,51
"310",620,"Mienshao","mienshao",2.9038,2.5962,1.8654,3.2115,3.6154,3.3846,3.8654,4.0769,3.9615,52
"311",622,"Golett","golett",3.5385,2.5962,4.5385,4.4615,4.0385,3.7692,3.6731,3.0577,3.9423,52
"312",623,"Golurk","golurk",4.0192,3.2115,4.6923,4.5,4.1731,2.0577,4.3269,3.1346,4.2308,52
"313",624,"Pawniard","pawniard",2.9615,2.0962,3.9808,3.9615,4.2885,3.5385,4.1346,2.9615,3.8846,52
"314",625,"Bisharp","bisharp",4.1154,2.75,4.1538,4.1346,4.6923,1.5769,4.3269,2.9615,3.8462,52
"315",628,"Hisuian Braviary","braviary-hisui",3.4615,3.5385,1.5962,3.7692,1.1731,2.2692,4.4423,3.8462,4.0385,52
"316",628,"standard Braviary","braviary",3.1373,3.8627,1.2157,2.0196,1.1373,2.3529,4.2941,3.5098,4.0784,51
"317",633,"Deino","deino",2,2,1.5769,3.5,1.2692,3.9808,3.5385,2.8077,4.0192,52
"318",634,"Zweilous","zweilous",3.0392,2.3137,1.7059,4.3922,1.2353,3.0588,3.7255,2.3922,3.7647,51
"319",635,"Hydreigon","hydreigon",4.0392,2.4706,2.098,4.6275,1.4902,1.7451,4.4118,2.5686,3.902,51
"320",636,"Larvesta","larvesta",2.8824,2.8824,1.7451,3.4314,1.1765,3.4706,3.5098,3.098,3.8824,51
"321",637,"Volcarona","volcarona",3.8235,3.5294,1.2745,3.7451,1.1569,2.9216,4.5294,4.0784,4.4902,51
"322",643,"Reshiram","reshiram",4.5,3.0962,3.0769,4.7885,1.9615,2.4423,4.5,4.0769,3.9615,52
"323",644,"Zekrom","zekrom",4.6275,3.1765,3.5294,4.7451,2.9412,1.8627,4.7255,3.5294,4.3137,51
"324",646,"Black Kyurem","kyurem-black",4.8462,2.9231,3.9038,4.6923,2.1346,1.4231,4.4038,2.7115,3.5769,52
"325",646,"White Kyurem","kyurem-white",4.8431,3.3529,3.5294,4.7255,2.098,1.8235,4.2941,3.3333,3.7059,51
"326",646,"standard Kyurem","kyurem",4.6154,3.3462,3.5,4.6154,1.3269,1.4038,4.3269,2.5,3.9615,52
"327",647,"Resolute Keldeo","keldeo-resolute",3.5098,1.8627,2.0588,4.2745,1.4118,3.8235,3.7451,3.6667,3.6667,51
"328",649,"Genesect","genesect",4.3137,2.902,4.7451,4.4706,3.3922,1.9804,4.3529,2.9804,3.8627,51
"329",653,"Fennekin","fennekin",2.1538,2.1154,1.5192,2.5962,1.4231,4.5,3.3654,3.9808,3.8654,52
"330",654,"Braixen","braixen",3.3529,2.1373,1.7059,3.9804,4.3725,3.6471,3.3137,3.8039,3.5686,51
"331",656,"Froakie","froakie",2.0385,1.6346,1.4231,2.4038,1.9231,4.0577,3.4231,3.0962,3.8269,52
"332",657,"Frogadier","frogadier",2.9231,2.2885,1.6731,3.1346,3.1346,2.8269,3.7885,3.0577,3.8077,52
"333",658,"standard Greninja","greninja",3.7647,2.4314,1.8431,3.7647,3.9608,1.9412,4.1961,3.2353,3.7647,51
"334",662,"Fletchinder","fletchinder",2.5192,3.9038,1.4038,2.0192,1.1538,3.3077,3.9038,3.6346,3.9808,52
"335",663,"Talonflame","talonflame",3.2745,3.7059,1.3333,2.6078,1.1176,2.4902,4.2157,3.451,3.8039,51
"336",673,"Gogoat","gogoat",2.6731,3.7115,1.3462,2.5577,1.1346,2.9038,3.8462,3.2692,3.9231,52
"337",674,"Pancham","pancham",1.9231,1.9038,1.3846,1.9615,3.2885,4.2308,3.7885,3.25,3.9038,52
"338",675,"Pangoro","pangoro",2.9231,2.4808,1.3462,2.5577,3.9808,2.0385,4.2885,2.9615,3.8846,52
"339",678,"Female Meowstic","meowstic-female",2.8039,1.9216,1.7451,3.5294,3.549,3.8235,3.5882,3.902,3.7255,51
"340",678,"Male Meowstic","meowstic-male",2.4038,1.8077,1.75,3.5385,3.4808,4.2115,3.5577,4.1154,3.75,52
"341",679,"Honedge","honedge",3.0392,2.7843,4.8235,4.3137,1.2941,2.3529,4.1765,3.1569,3.902,51
"342",680,"Doublade","doublade",3.75,2.8269,4.7308,4.3654,1.2115,1.7885,4.1346,2.9231,3.8654,52
"343",681,"Aegislash","aegislash-shield",3.9216,2.8431,4.8431,4.5098,1.8235,1.6275,4.549,3.4902,4.2157,51
"344",687,"Malamar","malamar",3.8824,2.2157,2,4.1961,2.9608,1.549,3.9608,2.3725,3.7451,51
"345",691,"Dragalge","dragalge",4.0577,3.5,1.5769,3.1923,1.2115,1.8654,4.0385,2.9423,3.9423,52
"346",692,"Clauncher","clauncher",2.2157,2.8235,1.4706,1.8235,1.098,3.1176,3.6078,2.8431,3.8627,51
"347",693,"Clawitzer","clawitzer",3.8824,3,1.6667,3.3529,1.2353,2.0784,4.3725,2.8235,3.8431,51
"348",695,"Heliolisk","heliolisk",2.7451,2.3922,1.5686,2.7255,2.451,3.3137,3.6667,3.0392,3.7451,51
"349",696,"Tyrunt","tyrunt",2.6154,2.5,1.4423,2.5962,1.25,3.75,3.9423,2.7308,3.9423,52
"350",697,"Tyrantrum","tyrantrum",4.1154,3.9423,1.4615,3,1.2885,1.5962,4.6154,2.7885,4.1154,52
"351",699,"Aurorus","aurorus",3.2115,2.9231,1.5385,3.7308,1.1538,3.6154,3.5192,4.5962,3.8846,52
"352",700,"Sylveon","sylveon",3.1569,1.7647,2,4.3137,1.4118,4.5294,3.3137,4.5294,4.1765,51
"353",701,"Hawlucha","hawlucha",3.3077,1.9038,1.9808,3.5385,4.0577,2.6923,4.0962,3.0192,3.8077,52
"354",706,"standard Goodra","goodra",2.4423,1.3462,1.8654,4.3462,2.8462,4.2115,3.5769,3.3077,4.1154,52
"355",708,"Phantump","phantump",1.8431,1.549,2.2941,4.451,2.4314,4.4706,3.6078,3.4706,4.1569,51
"356",709,"Trevenant","trevenant",3.7843,2.8039,1.8627,4.4118,2.7255,1.8039,4.2549,2.7255,4.2157,51
"357",714,"Noibat","noibat",3.0192,2.3077,1.6538,2.9808,1.6538,4.4808,3.8654,3.4808,4.25,52
"358",715,"Noivern","noivern",4.0385,2.9423,1.7308,4.2115,2.0385,2.5769,4.5385,3.2692,4.2692,52
"359",716,"Xerneas","xerneas-active",4.4808,3.1923,2.1731,4.7692,1.2692,3.1346,4.3269,4.5769,4.2115,52
"360",717,"Yveltal","yveltal",4.5577,2.7308,2.25,4.6538,1.2692,1.6538,4.7115,3.4808,4.25,52
"361",718,"10% Zygarde","zygarde-10",3.1765,2.7059,3.1569,3.6275,1.1765,2.7451,3.8824,3.1569,3.6667,51
"362",718,"50% Zygarde","zygarde-50",4.1154,2.3846,3.1731,4.5769,1.1731,2.0577,4.1538,3.1154,3.8654,52
"363",722,"Rowlet","rowlet",1.4231,2.1731,1.3846,2.1731,1.4423,4.5962,3.5385,3.7885,4.3846,52
"364",723,"Dartrix","dartrix",2.8462,2.3846,1.7692,2.8269,2.5192,3.2692,3.3077,3.25,3.5577,52
"365",724,"Hisuian Decidueye","decidueye-hisui",4.0769,2.5962,1.6731,3.6923,3.9231,2.4615,4.2308,3.2308,3.9615,52
"366",724,"standard Decidueye","decidueye",3.8077,2.6923,1.9231,3.7885,3.6731,2.8462,4.6346,3.7115,4.3269,52
"367",725,"Litten","litten",1.9216,2.2941,1.2549,2.3922,1.1373,4.5294,4,3.8039,4.3529,51
"368",726,"Torracat","torracat",2.6667,2.6667,1.5294,2.8235,1.3333,3.7451,4.0196,3.2353,3.9216,51
"369",738,"Vikavolt","vikavolt",3.7692,2.9808,3.0769,3.3654,1.2115,1.7115,4.6154,2.8654,4.25,52
"370",741,"Sensu Style Oricorio","oricorio-sensu",2.9808,2.3846,1.7885,3.3846,2.6346,3.4615,3.5385,4.3654,3.9423,52
"371",741,"Baile Style Oricorio","oricorio-baile",3.0962,2.4038,1.6538,2.8462,2.6731,3.2885,3.5192,4.0962,3.6538,52
"372",744,"Rockruff","rockruff",2.1176,2.2745,1.4706,1.6863,1.2549,4.5294,3.7647,3.6275,4.1961,51
"373",745,"Dusk Lycanroc","lycanroc-dusk",3.3654,3.3077,1.7308,2.6346,1.2115,3.3462,4.5577,3.7692,4.0769,52
"374",745,"Midnight Lycanroc","lycanroc-midnight",3.2745,2.0392,1.6471,3.7843,3.7647,2.3333,4.451,3.0588,3.902,51
"375",745,"Midday Lycanroc","lycanroc-midday",2.7885,3.4615,1.4231,1.8846,1.1923,3.2885,4.2115,3.7308,4.1346,52
"376",746,"Wishiwashi School","wishiwashi-school",4.0385,2.5577,1.6731,3.5192,1.1538,1.8846,4.2115,3.0769,3.8654,52
"377",750,"Mudsdale","mudsdale",3.1538,3.5769,1.5385,1.8654,1.1923,2.4808,3.9231,2.9231,3.8269,52
"378",752,"Araquanid","araquanid",3.8846,2.7308,2.0769,3.6923,1.0962,1.6346,4.2115,2.5,3.8077,52
"379",754,"Lurantis","lurantis",3.7885,2.3269,1.8077,3.4423,3.8462,3.9423,3.7692,4.2885,4.0769,52
"380",757,"Salandit","salandit",2.3654,2.3846,1.4038,2.7692,1.25,3.6923,3.8462,3.0577,4.1154,52
"381",758,"Salazzle","salazzle",3.2885,2.5385,1.6923,3.3654,3.8654,2.6923,4,3.8269,3.8077,52
"382",763,"Tsareena","tsareena",3.549,1.9804,1.8627,3.7843,4.7647,2.9608,3.5686,4.2157,3.549,51
"383",768,"Golisopod","golisopod",4.3922,3.3333,1.9608,3.6863,3.4706,1.7843,4.4706,2.5098,4.1961,51
"384",770,"Palossand","palossand",2.6923,1.9231,4.1731,3.8462,1.2885,2.5385,3.4038,2.8269,3.5962,52
"385",772,"Type:Null","type-null",4.5577,3.1346,4.1731,4.5577,1.1731,1.8462,4.2115,2.4423,3.9038,52
"386",773,"Silvally","silvally-normal",4.5385,2.7115,4.3077,4.5577,1.2115,2.3462,4.25,2.7692,3.8077,52
"387",778,"Mimikyu","mimikyu-disguised",2.2157,1.8235,3.8824,4.2549,1.2549,4.3529,4.3137,3.0392,4.549,51
"388",781,"Dhelmise","dhelmise",3.9808,3.1538,4.1346,4.1154,1.1346,1.75,3.8654,2.4423,3.8077,52
"389",782,"Jangmo-o","jangmo-o",2.6731,2,1.9423,3.4808,1.2885,3.9423,3.4808,3.0577,3.6346,52
"390",784,"Kommo-o","kommo-o",4.4902,2.7843,2.1765,4.3333,2.5098,1.6863,4.0588,2.7451,3.6275,51
"391",785,"Tapu Koko","tapu-koko",4.451,2.3922,3.2353,4.6275,3.3137,2.2549,4.2941,3.1961,3.8235,51
"392",786,"Tapu Lele","tapu-lele",4.0769,1.9615,3.2885,4.5769,4.0577,4.1346,3.3077,4.1923,3.7115,52
"393",788,"Tapu Fini","tapu-fini",4.2549,2.4118,2.9216,4.4902,4.1373,3.5098,3.8039,4.2941,3.6078,51
"394",789,"Cosmog","cosmog",2.3529,1.451,3.6863,4.7059,1.1765,4.5294,3.3333,4.0392,3.9412,51
"395",791,"Solgaleo","solgaleo",4.4038,2.8846,3.0385,4.5,1.25,2.3269,4.5,3.6731,4.1923,52
"396",792,"Lunala","lunala",4.3725,2.6863,3.1765,4.7647,1.6863,3.0784,4.3725,4.4118,4.3529,51
"397",793,"Nihilego","nihilego",2.9608,2.4706,2.9412,4.2353,2.5294,3.1176,3.5882,3.8039,3.7843,51
"398",794,"Buzzwole","buzzwole",4.5962,2.3462,2.6346,4.5385,4.4423,1.6923,4.0577,2.1538,3.6154,52
"399",795,"Pheromosa","pheromosa",3.9231,2.5385,2.5962,4.1538,4.8846,2.8462,3.7885,4.0962,3.5962,52
"400",796,"Xurkitree","xurkitree",4.0962,2.5577,4.6538,4.6731,3.4423,2.1346,4.0962,2.7885,3.9615,52
"401",798,"Kartana","kartana",4.0192,2.6538,4.5,4.2308,3.3846,1.9615,4.1154,3.25,3.9038,52
"402",799,"Guzzlord","guzzlord",4.6667,1.7059,3.5294,4.8039,1.8039,1.3333,4.1176,1.6471,3.5882,51
"403",800,"Dawn Wings Necrozma","necrozma-dawn",4.6923,2.5192,4.0192,4.7115,1.5769,1.75,4.3269,3.4808,3.6731,52
"404",800,"Ultra Necrozma","necrozma-ultra",4.5882,2.7451,4.0588,4.6667,2.3137,1.6667,4.2941,3.6667,3.7647,51
"405",800,"standard Necrozma","necrozma",4.6078,2.6667,4.4706,4.6078,3.098,1.451,4.1765,2.8824,3.7059,51
"406",802,"Marshadow","marshadow",2.3137,1.6471,2.7647,4.5882,4.098,4.3333,4,3.6078,4,51
"407",803,"Poipole","poipole",3.1538,1.6923,3.9038,4.5385,3.2692,3.9808,3.75,3.2308,3.7692,52
"408",804,"Naganadel","naganadel",4.6471,2.2157,4,4.7255,1.4902,1.6078,4.0588,2.6471,3.6078,51
"409",805,"Stakataka","stakataka",3.9412,3.098,4.7059,4.5098,1.1176,1.8039,3.7647,2.6863,3.8235,51
"410",807,"Zeraora","zeraora",3.8846,2,1.8846,4.2308,4.4231,3.2885,4.25,3.5,3.6923,52
"411",809,"standard Melmetal","melmetal",3.5192,1.75,4.8269,4.4231,3.9615,2.5962,4.0385,2.6731,3.6923,52
"412",813,"Scorbunny","scorbunny",2.1765,1.6667,1.7059,2.6667,3.3725,4.1373,3.4902,3.2353,3.6275,51
"413",822,"Corvisquire","corvisquire",2.7115,3.3654,1.5385,1.8462,1.2885,2.9808,3.9231,3.4038,3.8077,52
"414",823,"standard Corviknight","corviknight",3.6731,3.4423,2.9038,3.3269,1.2115,2.1538,4.5962,3.5385,4.2308,52
"415",823,"Gigantamax Corviknight","corviknight-gmax",4.098,2.9804,3.098,3.7647,1.2549,1.6667,4.1765,3.1373,3.6275,51
"416",826,"Gigantamax Orbeetle","orbeetle-gmax",4.7115,1.7308,4.1923,4.6923,1.8654,1.5,3.9808,2.5385,3.6154,52
"417",826,"standard Orbeetle","orbeetle",3.9608,2.0392,3.0588,3.9804,3.0784,1.7647,3.7843,2.3137,3.5686,51
"418",834,"standard Drednaw","drednaw",3.5577,2.8077,2.0962,2.6346,1.1731,2,3.75,2.2692,3.7308,52
"419",841,"standard Flapple","flapple",3.0577,1.5962,1.8654,4,1.4423,3.5577,3.5385,2.6538,3.6731,52
"420",842,"Appletun","appletun",2.9231,1.5769,2.5192,4.4423,1.1154,4.2692,3.4423,3.0577,4.2115,52
"421",849,"Amped Toxtricity","toxtricity-amped",3.9615,1.9038,2.5192,4.0385,4.3269,2.25,4.2115,2.8654,3.9231,52
"422",849,"Gigantamax Toxtricity","toxtricity-amped-gmax",4.5769,1.6923,3.4038,4.4615,2.4231,1.9808,4.2308,2.8269,3.7115,52
"423",849,"Low Key Toxtricity","toxtricity-low-key",3.902,2.0392,2.4706,4.2353,4.4706,2.2549,4.2549,2.6471,4.0392,51
"424",850,"Sizzlipede","sizzlipede",2,1.8462,1.6731,2.8077,1.1923,3.5577,3.5769,2.8462,3.8462,52
"425",851,"Gigantamax Centiskorch","centiskorch-gmax",3.8235,2.6863,2.2353,4.1961,1.1961,1.8627,4.4706,3.4118,4.0196,51
"426",851,"standard Centiskorch","centiskorch",3.5192,2.6346,1.8269,3.75,1.25,2.0385,4.1346,2.7692,3.9038,52
"427",858,"standard Hatterene","hatterene",3.4314,1.9216,2.549,4.7843,4.2157,3.9216,3.4902,4.3137,3.9608,51
"428",861,"Gigantamax Grimmsnarl","grimmsnarl-gmax",4.3077,2.5,2.6538,4.5769,4.7115,1.4038,4.3077,2.3269,3.5577,52
"429",862,"Obstagoon","obstagoon",3.8462,2.1731,1.9423,3.5769,4.2308,2.0385,4.1154,2.4615,3.5577,52
