# Dex, Pokemon (name), User ID, Timestamp, complexity, realism, artificiality, fantasy, humanoid, cuteness, coolness, beauty, popularity
254,Mega Sceptile,4975,1681611510,4,4,2,5,4,2,5,4,5
254,Mega Sceptile,5103,1681733696,4,3,2,4,3,3,4,3,5
254,Mega Sceptile,5113,1681856979,4,3,2,4,3,3,5,4,5
254,Mega Sceptile,6049,1683295788,5,3,2,5,3,3,5,4,5
254,Mega Sceptile,6183,1683480478,4,4,2,4,4,3,5,3,5
254,Mega Sceptile,6909,1684896351,5,4,1,4,4,1,5,4,5
254,Mega Sceptile,9461,1689565274,1,4,2,1,3,1,5,4,5
254,Mega Sceptile,10142,1690079702,2,4,5,5,1,1,4,3,4
254,Mega Sceptile,11622,1691474338,4,2,2,5,2,2,4,3,3
254,Mega Sceptile,11791,1691359443,5,2,2,5,2,2,5,4,5
254,Mega Sceptile,13794,1693407414,4,3,2,5,4,2,5,4,4
254,standard Sceptile,239,1677791622,4,4,1,4,1,4,5,4,5
254,standard Sceptile,748,1679437458,4,4,1,5,1,5,5,5,5
254,standard Sceptile,749,1679080556,4,4,1,3,4,4,5,5,5
254,standard Sceptile,762,1679239349,3,3,1,3,4,2,5,3,4
254,standard Sceptile,786,1679221643,3,3,1,3,3,3,4,3,5
254,standard Sceptile,801,1679085124,4,2,2,4,3,3,4,3,5
254,standard Sceptile,876,1679091309,4,4,2,4,4,3,5,3,4
254,standard Sceptile,931,1679098872,3,4,1,3,3,2,4,3,4
254,standard Sceptile,933,1679141449,3,3,1,4,3,3,5,5,5
254,standard Sceptile,1057,1679127834,4,4,1,5,5,1,5,3,5
254,standard Sceptile,1067,1679349614,4,3,1,5,2,3,5,3,3
254,standard Sceptile,1130,1679148550,3,2,1,2,3,2,3,3,3
254,standard Sceptile,1153,1679152113,4,3,1,4,3,2,5,5,5
254,standard Sceptile,1213,1679161555,3,3,1,3,4,2,3,3,3
254,standard Sceptile,1226,1679358061,3,3,2,2,1,3,5,3,4
254,standard Sceptile,1272,1679176115,3,3,2,2,4,2,4,2,2
254,standard Sceptile,1421,1679173492,3,2,2,4,4,3,4,3,3
254,standard Sceptile,1554,1679259153,1,4,1,4,1,4,5,4,5
254,standard Sceptile,1648,1679178934,4,3,2,4,2,2,4,2,4
254,standard Sceptile,1661,1679253021,4,2,1,5,5,2,5,4,4
254,standard Sceptile,1766,1679182666,3,3,2,4,3,3,3,3,4
254,standard Sceptile,1964,1679195388,5,5,5,1,5,1,1,1,1
254,standard Sceptile,1991,1679772657,3,4,1,2,2,2,5,3,4
254,standard Sceptile,2027,1679197042,3,2,1,4,3,4,4,4,4
254,standard Sceptile,2047,1679201414,2,1,1,4,4,2,4,3,4
254,standard Sceptile,2217,1679210762,5,1,1,5,4,1,2,2,2
254,standard Sceptile,2223,1679302327,3,2,1,3,3,2,3,3,3
254,standard Sceptile,2384,1679225176,4,1,1,5,3,2,5,4,5
254,standard Sceptile,2505,1679231676,3,2,1,2,4,3,5,4,5
254,standard Sceptile,2717,1679245358,4,2,1,4,4,2,5,3,4
254,standard Sceptile,2805,1679273739,3,3,1,2,3,1,5,3,5
254,standard Sceptile,3004,1687383068,4,2,1,4,2,2,4,2,2
254,standard Sceptile,3009,1679329448,4,3,2,4,4,3,5,4,5
254,standard Sceptile,3199,1679536746,3,4,1,2,2,2,5,4,5
254,standard Sceptile,3383,1679396254,3,1,1,3,3,2,5,4,4
254,standard Sceptile,3434,1679417707,4,4,1,4,4,4,5,4,5
254,standard Sceptile,3649,1679579809,3,4,1,5,4,3,4,3,4
254,standard Sceptile,3894,1679874904,3,4,1,3,3,3,4,3,3
254,standard Sceptile,4133,1680196111,4,3,1,3,3,2,4,4,5
254,standard Sceptile,4224,1680451226,3,3,1,4,3,3,5,4,5
254,standard Sceptile,4750,1681415860,4,4,1,4,4,2,5,3,4
254,standard Sceptile,4891,1681589424,3,4,3,3,4,3,5,3,5
254,standard Sceptile,5018,1681651444,5,3,1,4,4,2,4,4,4
254,standard Sceptile,5025,1681926495,3,2,1,3,2,3,5,4,4
254,standard Sceptile,5103,1681820929,3,3,2,4,3,3,4,3,4
254,standard Sceptile,6021,1683241071,4,4,1,4,4,2,5,4,4
254,standard Sceptile,6442,1684086542,5,2,1,5,4,1,5,4,5
254,standard Sceptile,6557,1684325899,3,4,2,4,3,3,5,3,4
254,standard Sceptile,7188,1693223812,5,1,1,4,2,2,5,1,5
254,standard Sceptile,8664,1688472377,4,3,2,3,3,4,5,4,5
254,standard Sceptile,11347,1690994341,4,3,1,5,4,2,5,3,5
254,standard Sceptile,11708,1691286346,4,2,1,4,2,2,5,4,5
254,standard Sceptile,11898,1691470144,4,3,1,5,4,2,5,4,4
254,standard Sceptile,14113,1693836832,3,3,2,3,4,3,4,3,4
255,Torchic,175,1677632751,1,4,1,1,1,5,3,4,5
255,Torchic,748,1679097590,2,1,1,3,1,5,4,4,4
255,Torchic,762,1679082140,2,4,1,2,1,5,3,5,4
255,Torchic,814,1679085754,1,1,1,2,1,5,3,4,5
255,Torchic,857,1679091000,2,4,1,2,1,5,4,4,4
255,Torchic,933,1679143784,1,3,1,2,1,4,4,3,4
255,Torchic,1060,1679127344,1,1,1,1,2,5,2,1,3
255,Torchic,1067,1679330539,2,2,1,3,1,5,3,5,3
255,Torchic,1090,1679162358,1,2,1,2,1,4,4,3,4
255,Torchic,1096,1679137918,1,1,5,2,1,1,1,1,1
255,Torchic,1130,1679168714,2,3,1,2,1,5,3,3,3
255,Torchic,1134,1679143867,1,2,1,4,2,5,2,4,5
255,Torchic,1431,1679178317,1,3,1,1,1,5,2,4,4
255,Torchic,1542,1679175538,1,4,1,1,1,5,4,5,3
255,Torchic,1585,1679184623,1,3,1,2,1,5,3,3,5
255,Torchic,1651,1679226839,2,4,1,5,2,5,5,4,5
255,Torchic,1964,1679201189,5,3,5,2,5,1,1,1,1
255,Torchic,1991,1679239103,1,5,1,1,1,5,2,3,5
255,Torchic,2007,1679196263,1,4,1,2,1,5,2,4,5
255,Torchic,2015,1679198843,1,2,1,1,1,5,4,4,4
255,Torchic,2200,1679212329,1,1,1,1,1,5,4,5,5
255,Torchic,2223,1679439111,1,2,1,4,1,5,5,5,5
255,Torchic,2322,1679218984,2,2,1,1,1,4,3,4,4
255,Torchic,2513,1679232551,1,3,1,2,1,5,1,3,4
255,Torchic,2656,1679245398,2,2,2,2,1,4,4,3,4
255,Torchic,2705,1679248086,1,2,1,1,1,5,5,5,5
255,Torchic,2834,1679259182,2,2,2,2,1,3,3,3,3
255,Torchic,2894,1679273360,1,1,1,2,2,5,4,5,5
255,Torchic,2960,1679308967,2,2,1,1,1,5,3,4,5
255,Torchic,3004,1681583318,2,2,1,2,1,5,4,4,3
255,Torchic,3123,1679341564,2,4,1,2,2,5,3,3,5
255,Torchic,3199,1679742504,2,2,1,2,1,4,3,3,4
255,Torchic,3247,1679420997,1,2,1,3,1,5,4,4,4
255,Torchic,3253,1679364218,1,2,1,1,1,5,1,3,5
255,Torchic,3383,1679395552,2,1,1,2,1,4,3,3,4
255,Torchic,3605,1679533206,1,4,1,3,1,5,5,5,5
255,Torchic,3623,1679551588,1,1,3,3,3,4,3,4,4
255,Torchic,3894,1679871884,2,2,2,2,2,4,4,4,3
255,Torchic,4110,1680147137,1,2,1,2,2,5,4,4,5
255,Torchic,4224,1680452919,2,4,2,3,1,4,3,4,4
255,Torchic,4750,1681636091,1,2,1,3,2,5,3,3,4
255,Torchic,4952,1681605395,1,3,1,2,3,4,4,3,5
255,Torchic,4999,1682042351,2,4,1,2,1,5,3,3,3
255,Torchic,5029,1681660559,1,2,1,3,1,5,4,5,5
255,Torchic,5727,1682666909,1,2,1,1,1,5,4,4,4
255,Torchic,6183,1683479640,3,3,3,3,3,3,3,3,3
255,Torchic,6780,1684702729,1,1,1,2,1,5,3,3,3
255,Torchic,7718,1686549775,1,1,1,2,1,5,1,3,3
255,Torchic,9861,1689743334,1,2,1,2,1,5,3,4,5
255,Torchic,10717,1690506560,2,2,1,1,1,4,4,3,4
255,Torchic,11823,1691389294,2,2,2,1,3,5,4,4,4
255,Torchic,11857,1691432003,3,2,2,3,2,4,3,3,3
255,Torchic,13866,1693510026,2,4,2,2,1,4,4,4,5
256,Combusken,37,1677443689,3,2,1,2,3,1,2,2,2
256,Combusken,363,1682121446,3,2,1,2,2,2,3,2,3
256,Combusken,748,1679088132,2,4,1,4,3,2,4,2,3
256,Combusken,753,1679081887,1,1,1,2,4,1,3,1,3
256,Combusken,762,1679271874,3,3,1,3,4,3,3,3,3
256,Combusken,771,1679171331,2,3,1,2,3,3,4,2,5
256,Combusken,786,1679088118,3,3,1,3,3,1,3,1,4
256,Combusken,960,1679107173,3,2,2,4,4,1,4,1,3
256,Combusken,971,1679113358,2,2,1,1,4,3,3,3,3
256,Combusken,1081,1679140694,3,1,1,5,4,5,5,5,5
256,Combusken,1130,1679247313,2,2,1,4,3,2,2,3,3
256,Combusken,1169,1679151259,2,1,1,3,4,2,3,3,3
256,Combusken,1194,1679151260,2,3,1,2,3,1,4,2,2
256,Combusken,1322,1679166248,2,2,2,4,3,3,3,3,3
256,Combusken,1596,1679176355,3,1,1,4,3,2,1,1,3
256,Combusken,1651,1679178994,3,2,1,3,4,2,4,2,4
256,Combusken,1916,1679189173,3,2,1,2,3,3,4,3,3
256,Combusken,1945,1679199197,3,3,1,2,4,3,2,2,4
256,Combusken,1964,1679196103,5,3,3,3,5,1,1,1,1
256,Combusken,2148,1679206676,4,2,1,3,4,4,5,3,5
256,Combusken,2206,1679210728,2,2,2,4,3,2,4,2,2
256,Combusken,2223,1679951193,3,2,1,4,3,4,4,4,5
256,Combusken,2354,1679222202,2,2,2,4,4,4,4,4,4
256,Combusken,2361,1679222208,4,3,1,2,4,1,5,4,5
256,Combusken,2375,1679316612,4,4,2,4,5,5,5,5,4
256,Combusken,2445,1679229249,1,1,1,1,4,1,1,1,1
256,Combusken,2575,1679238213,3,5,1,5,5,5,5,5,5
256,Combusken,2690,1679245343,3,1,2,3,4,4,4,2,4
256,Combusken,2794,1679259831,2,2,1,4,4,4,2,2,5
256,Combusken,2934,1679549643,2,3,1,1,2,3,3,3,3
256,Combusken,3004,1679866679,1,3,1,2,3,3,4,2,3
256,Combusken,3032,1681712769,3,1,1,5,4,5,3,4,4
256,Combusken,3062,1679332857,2,2,1,2,5,2,2,2,3
256,Combusken,3195,1679355814,2,2,2,3,5,4,4,2,5
256,Combusken,3199,1690112595,3,2,1,2,2,2,3,1,3
256,Combusken,3275,1679367457,3,2,1,4,4,4,4,3,5
256,Combusken,3383,1679396488,2,3,1,1,4,1,2,2,3
256,Combusken,3434,1679416680,2,4,1,4,4,4,5,4,4
256,Combusken,3467,1679693082,3,2,2,3,3,1,3,2,2
256,Combusken,3526,1679460377,4,1,1,2,4,2,3,2,3
256,Combusken,3593,1679521236,3,3,1,3,4,2,4,4,4
256,Combusken,4224,1680377562,3,2,1,4,4,1,2,2,2
256,Combusken,4750,1681415966,2,2,2,4,4,1,3,2,3
256,Combusken,4893,1681592582,2,2,3,4,4,2,4,2,1
256,Combusken,5018,1681652178,4,2,2,4,4,2,4,3,4
256,Combusken,5765,1682720105,2,1,2,1,5,3,3,3,1
256,Combusken,6183,1683479238,3,3,3,3,3,1,1,1,1
256,Combusken,6909,1684904505,2,2,1,4,4,4,5,3,4
256,Combusken,7599,1686284005,2,3,1,2,3,1,1,1,1
256,Combusken,10142,1689907281,2,4,4,5,4,1,5,4,5
256,Combusken,11822,1691391756,2,1,2,4,3,2,4,3,4
256,Combusken,11961,1691543235,4,1,2,5,4,2,4,2,3
256,Combusken,13883,1693532434,4,4,1,2,4,2,1,1,1
257,Mega Blaziken,50,1677447825,5,4,1,4,5,4,5,5,5
257,Mega Blaziken,338,1681338101,3,3,2,4,5,2,4,4,4
257,Mega Blaziken,363,1677961018,4,2,2,4,4,2,2,2,2
257,Mega Blaziken,748,1679843835,5,4,2,5,3,2,4,4,4
257,Mega Blaziken,762,1679088191,5,2,1,5,5,1,5,3,5
257,Mega Blaziken,786,1679145730,4,3,2,3,3,2,5,3,5
257,Mega Blaziken,897,1679094390,3,2,1,4,5,3,4,2,3
257,Mega Blaziken,918,1679564620,5,5,5,5,5,5,5,5,5
257,Mega Blaziken,942,1679123694,5,1,2,4,5,1,5,3,5
257,Mega Blaziken,958,1679107193,3,3,2,4,5,3,5,4,5
257,Mega Blaziken,1016,1679197505,4,1,1,5,5,4,5,3,5
257,Mega Blaziken,1067,1679322918,3,3,1,5,4,3,4,3,3
257,Mega Blaziken,1095,1679135905,5,5,2,5,5,2,5,4,5
257,Mega Blaziken,1130,1679350492,5,3,3,5,5,3,4,3,3
257,Mega Blaziken,1193,1679154187,3,2,2,4,4,2,5,3,3
257,Mega Blaziken,1213,1679161582,4,3,3,4,5,2,5,3,5
257,Mega Blaziken,1226,1679270004,4,3,2,4,5,2,4,3,4
257,Mega Blaziken,1352,1679167824,4,2,4,4,4,1,3,2,2
257,Mega Blaziken,1520,1679190288,5,3,2,4,5,3,4,3,4
257,Mega Blaziken,1542,1679177197,3,1,2,2,5,1,4,4,3
257,Mega Blaziken,1585,1679179083,4,3,2,4,4,2,5,3,4
257,Mega Blaziken,1775,1679182526,4,3,3,4,5,3,5,3,5
257,Mega Blaziken,1964,1679201294,1,3,5,3,5,1,1,1,1
257,Mega Blaziken,2223,1679438420,3,1,2,5,4,3,5,4,5
257,Mega Blaziken,2254,1679212295,4,3,1,4,5,2,5,3,5
257,Mega Blaziken,2311,1679217266,4,2,2,5,5,2,5,3,5
257,Mega Blaziken,2324,1679225648,4,4,2,4,4,2,5,3,5
257,Mega Blaziken,2490,1679230580,5,3,1,4,5,1,5,4,5
257,Mega Blaziken,2530,1679241911,4,4,1,5,5,1,5,4,5
257,Mega Blaziken,2548,1679531257,5,1,4,4,5,1,4,4,3
257,Mega Blaziken,2573,1679236412,4,2,4,5,5,2,5,3,4
257,Mega Blaziken,2705,1679248565,5,4,1,2,5,1,1,1,1
257,Mega Blaziken,2805,1679256688,4,3,3,5,5,1,5,3,5
257,Mega Blaziken,2934,1679406802,4,3,4,5,5,2,5,4,4
257,Mega Blaziken,2991,1684657800,5,2,3,4,5,2,4,3,4
257,Mega Blaziken,3019,1679329579,4,2,1,3,5,2,4,2,4
257,Mega Blaziken,3199,1679727608,4,3,2,4,4,1,4,3,3
257,Mega Blaziken,3207,1680119841,4,2,2,5,5,2,5,4,5
257,Mega Blaziken,3249,1679363609,3,2,1,3,4,3,4,3,5
257,Mega Blaziken,3408,1679404869,4,3,2,5,4,3,5,4,5
257,Mega Blaziken,4189,1680322198,5,2,1,4,5,1,5,4,5
257,Mega Blaziken,4901,1681590911,4,3,1,5,5,1,4,4,3
257,Mega Blaziken,4934,1681618786,4,4,4,5,5,3,5,4,3
257,Mega Blaziken,5070,1681691154,4,2,2,5,5,2,4,2,3
257,Mega Blaziken,5124,1681854523,4,4,1,5,4,1,5,4,5
257,Mega Blaziken,6001,1683216356,4,4,3,4,5,3,5,5,5
257,Mega Blaziken,6443,1684111385,5,2,4,5,5,2,2,2,3
257,Mega Blaziken,7652,1693954416,4,4,2,4,5,1,5,1,4
257,Mega Blaziken,7655,1686407341,5,4,3,4,5,1,3,1,1
257,Mega Blaziken,9003,1689098029,3,2,3,3,4,3,4,3,3
257,Mega Blaziken,10142,1690078930,4,2,5,4,5,1,4,2,4
257,Mega Blaziken,11598,1691250097,5,2,2,5,5,1,5,3,5
257,Mega Blaziken,11622,1691777852,3,2,2,4,4,2,5,3,4
257,Mega Blaziken,12009,1692684466,3,2,2,4,3,2,5,3,4
257,standard Blaziken,273,1677806293,4,5,1,2,4,2,5,4,5
257,standard Blaziken,760,1679081104,4,4,2,3,5,3,3,3,3
257,standard Blaziken,762,1679088885,4,2,1,5,5,1,5,3,4
257,standard Blaziken,763,1679154866,3,4,2,5,4,4,5,4,5
257,standard Blaziken,786,1679083602,4,3,3,4,4,1,5,3,5
257,standard Blaziken,943,1679102549,1,1,5,4,5,1,1,1,1
257,standard Blaziken,1027,1679118233,3,1,1,3,4,2,5,4,4
257,standard Blaziken,1099,1679137076,4,2,1,5,5,1,5,4,4
257,standard Blaziken,1130,1679149787,3,3,1,4,4,2,4,3,4
257,standard Blaziken,1247,1679161990,3,1,1,2,5,1,4,1,2
257,standard Blaziken,1281,1679168319,4,2,1,2,5,1,5,4,5
257,standard Blaziken,1601,1679179044,4,2,3,4,4,3,5,3,5
257,standard Blaziken,1621,1679176871,4,4,1,4,5,2,5,4,5
257,standard Blaziken,1636,1679374802,3,1,2,4,5,2,5,3,4
257,standard Blaziken,1766,1679182431,2,1,1,3,4,2,3,3,2
257,standard Blaziken,1863,1679243274,4,3,1,4,5,1,5,2,4
257,standard Blaziken,1898,1679252727,3,3,3,4,5,1,4,2,4
257,standard Blaziken,1929,1679190545,4,3,1,4,4,1,4,3,3
257,standard Blaziken,1964,1679197835,3,3,5,1,5,1,1,1,1
257,standard Blaziken,1989,1680428375,4,1,1,5,5,5,5,5,5
257,standard Blaziken,2027,1679197970,4,2,1,4,5,2,2,2,2
257,standard Blaziken,2185,1679209081,2,4,1,5,5,1,5,2,5
257,standard Blaziken,2223,1679780791,3,2,2,4,4,5,5,5,5
257,standard Blaziken,2374,1679223951,4,1,2,5,5,2,4,2,3
257,standard Blaziken,2384,1679224041,3,2,1,4,3,3,5,3,5
257,standard Blaziken,2385,1679223970,2,4,1,4,4,3,5,3,4
257,standard Blaziken,2386,1679224030,2,4,1,2,5,2,5,4,5
257,standard Blaziken,2818,1679255233,4,2,1,4,5,2,5,3,5
257,standard Blaziken,2894,1679274616,4,3,2,4,5,3,4,3,4
257,standard Blaziken,2938,1679294818,4,3,2,5,5,2,5,3,5
257,standard Blaziken,3059,1679332361,3,3,3,4,4,2,4,2,3
257,standard Blaziken,3119,1679341288,1,1,3,4,5,2,3,3,3
257,standard Blaziken,3199,1690115622,4,4,2,5,5,1,4,3,3
257,standard Blaziken,3228,1679363169,4,3,2,4,4,3,4,2,3
257,standard Blaziken,3409,1679613563,3,3,1,3,5,2,4,3,4
257,standard Blaziken,3462,1679427009,4,3,1,3,4,2,4,3,3
257,standard Blaziken,3477,1679437415,4,2,1,5,5,2,4,3,4
257,standard Blaziken,3606,1679532447,2,3,2,3,5,1,5,4,5
257,standard Blaziken,3788,1679706610,4,4,4,4,4,1,2,1,1
257,standard Blaziken,3943,1679882439,3,2,1,3,5,3,4,5,5
257,standard Blaziken,4603,1681171481,4,2,2,5,5,2,5,2,5
257,standard Blaziken,4910,1681592819,2,4,2,5,5,1,4,4,4
257,standard Blaziken,4999,1682042288,3,3,1,3,4,2,4,3,3
257,standard Blaziken,5018,1681652401,5,1,2,5,5,2,4,4,3
257,standard Blaziken,5124,1681752084,5,1,1,5,5,1,5,4,4
257,standard Blaziken,5755,1682700063,5,4,4,5,4,4,5,4,5
257,standard Blaziken,6249,1683672225,4,4,2,5,4,2,4,2,2
257,standard Blaziken,6762,1684679332,4,4,2,4,5,4,5,3,5
257,standard Blaziken,6780,1686035823,3,3,2,3,5,2,3,3,2
257,standard Blaziken,9861,1689741291,3,2,2,3,5,2,5,4,5
257,standard Blaziken,11622,1691356015,4,2,2,4,4,2,4,2,3
257,standard Blaziken,11879,1691445242,4,1,3,5,5,3,5,4,3
257,standard Blaziken,12954,1692565090,3,4,2,3,4,3,4,3,4
258,Mudkip,165,1677612272,1,1,1,1,1,5,3,3,5
258,Mudkip,321,1677875945,1,2,1,5,3,3,4,2,1
258,Mudkip,327,1679145427,2,2,1,3,1,5,2,3,5
258,Mudkip,338,1679189057,1,1,1,4,3,3,3,2,2
258,Mudkip,748,1679313328,2,2,1,3,1,5,4,4,4
258,Mudkip,762,1679270721,1,2,1,5,5,3,5,2,2
258,Mudkip,772,1681587087,2,4,2,4,2,4,4,4,4
258,Mudkip,804,1679086723,2,2,1,5,3,3,5,1,2
258,Mudkip,871,1679091457,2,3,1,3,1,5,2,3,4
258,Mudkip,982,1679110324,1,3,1,5,4,5,5,1,2
258,Mudkip,1046,1679125028,1,2,1,2,1,5,5,4,5
258,Mudkip,1117,1679139372,1,4,1,5,3,4,5,1,1
258,Mudkip,1130,1679362473,2,1,1,2,1,5,3,3,3
258,Mudkip,1153,1679154439,1,2,1,5,3,4,4,1,2
258,Mudkip,1213,1679875959,2,2,2,3,1,5,2,2,3
258,Mudkip,1226,1679533015,1,4,1,5,4,3,5,2,2
258,Mudkip,1291,1679164587,3,2,1,2,1,5,5,5,5
258,Mudkip,1343,1679214525,1,2,1,4,3,3,4,2,4
258,Mudkip,1452,1679173638,1,1,1,2,1,5,4,4,5
258,Mudkip,1542,1679177252,1,1,1,5,4,5,5,2,2
258,Mudkip,1585,1679179482,1,2,1,2,1,5,3,3,5
258,Mudkip,1661,1679252158,2,3,1,5,4,5,5,2,2
258,Mudkip,1927,1679190845,2,2,1,2,1,5,5,5,5
258,Mudkip,1964,1679205606,5,1,5,1,1,1,1,5,5
258,Mudkip,1992,1679201663,1,1,2,2,2,5,3,2,4
258,Mudkip,2055,1679198123,1,3,1,3,1,3,2,1,1
258,Mudkip,2223,1679778902,2,2,1,3,1,4,3,3,3
258,Mudkip,2395,1679224828,2,1,1,5,5,5,5,1,2
258,Mudkip,2498,1679232885,3,2,2,3,1,5,4,3,4
258,Mudkip,2548,1679406149,2,3,1,5,5,5,5,1,2
258,Mudkip,2563,1679236095,1,2,1,3,1,5,3,3,5
258,Mudkip,2644,1679241376,1,3,1,5,4,5,5,3,1
258,Mudkip,2834,1679258990,2,2,2,2,1,4,2,4,3
258,Mudkip,3020,1679329198,1,4,1,5,4,4,4,2,2
258,Mudkip,3135,1679341995,1,2,1,2,1,5,2,3,5
258,Mudkip,3199,1679625418,1,1,1,5,4,3,4,2,2
258,Mudkip,3352,1679383715,2,2,2,3,1,5,4,4,5
258,Mudkip,3409,1681947353,1,2,1,5,3,4,5,2,2
258,Mudkip,3477,1679435881,3,3,1,3,1,5,2,3,4
258,Mudkip,4048,1680012466,1,1,2,5,1,2,5,2,2
258,Mudkip,4224,1680379606,2,2,1,3,1,4,3,3,4
258,Mudkip,4873,1681588906,2,1,3,1,5,4,5,4,2
258,Mudkip,5018,1681652023,4,1,1,4,1,5,4,4,5
258,Mudkip,5036,1681828812,1,2,3,1,5,4,4,4,1
258,Mudkip,5103,1687502060,2,2,2,3,2,5,3,3,4
258,Mudkip,6040,1683279056,4,2,2,2,5,4,5,5,2
258,Mudkip,6183,1683480678,4,3,3,3,3,4,3,4,4
258,Mudkip,6628,1684461096,2,1,4,1,5,3,3,5,2
258,Mudkip,10142,1689896565,2,4,2,5,1,4,5,4,5
258,Mudkip,11347,1690995335,3,1,3,1,5,5,4,5,2
258,Mudkip,11598,1691249956,1,1,2,4,2,5,4,4,5
258,Mudkip,11856,1691421575,2,2,4,1,5,5,5,5,2
258,Mudkip,13116,1693177733,1,1,1,2,1,4,3,3,4
259,Marshtomp,274,1677804732,2,1,1,4,4,4,2,3,4
259,Marshtomp,748,1679084731,2,2,2,4,1,1,4,2,4
259,Marshtomp,762,1679239495,3,2,1,3,4,5,5,3,4
259,Marshtomp,763,1679081702,2,1,1,2,3,2,2,2,2
259,Marshtomp,786,1679220363,2,2,1,2,2,4,4,2,4
259,Marshtomp,796,1679146996,2,2,2,3,2,4,3,3,4
259,Marshtomp,895,1679093082,2,2,2,4,3,2,2,2,2
259,Marshtomp,935,1679099964,3,1,1,1,2,5,4,4,4
259,Marshtomp,953,1679180243,2,1,1,3,2,3,2,2,4
259,Marshtomp,1057,1679126648,2,1,1,2,3,4,3,2,4
259,Marshtomp,1073,1679131089,3,2,1,4,3,4,3,3,4
259,Marshtomp,1130,1679163785,3,2,1,3,3,3,2,2,3
259,Marshtomp,1169,1679265998,3,1,1,3,2,3,2,3,3
259,Marshtomp,1223,1679159086,2,1,1,3,4,4,3,3,3
259,Marshtomp,1224,1680138291,2,1,1,4,3,4,3,3,2
259,Marshtomp,1226,1679359672,2,3,2,3,2,4,3,2,4
259,Marshtomp,1331,1679170156,2,2,1,5,3,4,4,3,4
259,Marshtomp,1345,1679268767,2,2,2,2,3,3,3,3,3
259,Marshtomp,1347,1679781768,2,2,1,3,4,5,5,2,5
259,Marshtomp,1506,1679174507,3,2,1,3,3,4,4,3,4
259,Marshtomp,1833,1679185430,2,2,2,2,4,4,4,4,5
259,Marshtomp,1953,1679192352,2,2,1,3,3,2,3,2,3
259,Marshtomp,1964,1679206124,5,5,5,1,5,1,1,1,1
259,Marshtomp,1989,1688158571,2,1,1,4,3,3,3,3,4
259,Marshtomp,1998,1681585723,3,2,1,3,4,5,5,5,5
259,Marshtomp,2047,1682030537,1,1,1,2,4,4,3,2,3
259,Marshtomp,2069,1679199623,2,1,1,3,2,4,4,3,5
259,Marshtomp,2102,1679201917,2,2,2,2,3,4,4,2,4
259,Marshtomp,2223,1679562533,2,1,2,5,3,2,2,2,2
259,Marshtomp,2409,1679226115,2,2,2,3,4,4,4,4,3
259,Marshtomp,2445,1679229764,1,1,1,1,4,4,2,2,2
259,Marshtomp,2530,1679252477,4,2,1,3,2,4,5,3,5
259,Marshtomp,2624,1679244839,2,2,2,2,3,4,4,3,4
259,Marshtomp,2665,1679344051,3,2,1,4,3,3,3,2,4
259,Marshtomp,2934,1679406331,2,1,2,2,3,3,2,2,4
259,Marshtomp,2980,1679315722,2,1,2,3,4,4,3,2,4
259,Marshtomp,3004,1683051331,3,1,2,3,2,4,2,2,2
259,Marshtomp,3047,1679331069,2,2,1,3,4,4,3,3,4
259,Marshtomp,3199,1679537636,2,1,1,2,2,4,2,2,4
259,Marshtomp,3383,1679395910,3,2,1,3,1,3,4,2,4
259,Marshtomp,3422,1679454200,3,4,2,5,2,5,4,4,5
259,Marshtomp,3932,1679878841,3,2,1,3,3,2,2,1,2
259,Marshtomp,4189,1680472062,3,3,1,3,4,5,5,5,5
259,Marshtomp,4893,1681603066,2,1,2,4,4,5,3,3,5
259,Marshtomp,5025,1681654422,2,1,2,3,3,2,2,2,2
259,Marshtomp,5035,1681672253,3,2,1,4,3,4,4,4,5
259,Marshtomp,6183,1683479529,3,3,3,3,3,1,1,1,1
259,Marshtomp,6879,1684828723,3,3,3,4,4,4,4,2,4
259,Marshtomp,8664,1688471931,3,3,3,3,2,3,3,3,3
259,Marshtomp,10717,1690507016,3,1,1,1,2,3,3,3,3
259,Marshtomp,11807,1691371119,2,2,2,2,3,4,4,3,4
259,Marshtomp,11841,1691407361,3,1,1,3,3,5,4,3,5
259,Marshtomp,13476,1693220010,3,2,1,4,4,4,4,2,4
260,Mega Swampert,50,1677462082,5,4,1,4,5,1,5,3,5
260,Mega Swampert,748,1679156897,4,3,2,5,3,4,5,3,4
260,Mega Swampert,753,1679081597,4,2,1,4,3,3,3,3,3
260,Mega Swampert,762,1679146673,5,2,1,5,4,2,5,2,5
260,Mega Swampert,763,1679081601,5,2,1,4,3,2,5,3,5
260,Mega Swampert,786,1682153880,4,2,2,3,3,3,5,2,4
260,Mega Swampert,796,1681645602,3,2,3,2,2,3,4,3,4
260,Mega Swampert,861,1679089456,4,2,2,3,4,5,4,3,5
260,Mega Swampert,935,1679100404,5,1,1,4,3,3,5,2,5
260,Mega Swampert,1066,1679129160,4,2,2,5,3,2,5,3,4
260,Mega Swampert,1067,1679327449,4,2,1,5,2,2,5,3,3
260,Mega Swampert,1073,1679130875,3,1,2,4,3,1,4,2,3
260,Mega Swampert,1130,1679165971,5,4,1,2,2,2,5,2,4
260,Mega Swampert,1149,1679227336,4,2,2,5,4,3,5,3,4
260,Mega Swampert,1213,1680433220,4,3,3,3,4,2,4,2,3
260,Mega Swampert,1321,1679165945,4,2,3,4,3,2,3,3,4
