"","X..dex","pokemon","pokeapi.name","complexity","realism","artificiality","fantasy","humanoid","cuteness","coolness","beauty","popularity","rating.count"
"214",260,"Mega Swampert","swampert-mega",3.8462,1.9808,2.0769,3.6154,3.1731,2.1346,4.1923,2.5962,3.75,52
"215",260,"standard Swampert","swampert",3.3725,2.8824,1.549,3.2941,1.9608,2.7059,3.9412,2.6667,4.0392,51
"216",261,"Poochyena","poochyena",1.7692,3.2115,1.1346,1.4423,1.1731,3.5,3.4423,2.7692,3.6538,52
"217",262,"Mightyena","mightyena",2.549,3.9608,1.3725,1.7451,1.2157,2.5686,4.098,3.1569,3.8824,51
"218",263,"Galarian Zigzagoon","zigzagoon-galar",2.5,2.0769,1.6154,2.7692,1.1538,4.3462,4.0385,3.0962,4.1923,52
"219",263,"standard Zigzagoon","zigzagoon",1.9808,2.9038,1.3077,1.5385,1.1731,4.2692,3.0769,3.25,3.9808,52
"220",265,"Wurmple","wurmple",1.9808,2.6923,1.3077,1.7115,1.1731,4.0192,2.4423,2.8654,3.6346,52
"221",267,"Beautifly","beautifly",2.6863,2.7647,1.3333,1.7255,1.6471,4.0392,2.7059,3.9804,3.5882,51
"222",270,"Lotad","lotad",1.5962,1.8462,1.4615,2.9038,1.1731,4.0577,2.7885,2.9423,3.8077,52
"223",272,"Ludicolo","ludicolo",3.1154,1.7308,1.8846,3.8654,3.5192,3.1346,2.8462,2.4231,3.6538,52
"224",276,"Taillow","taillow",1.6275,3.2157,1.2745,1.451,1.1373,3.8039,3.3333,3.4706,3.6078,51
"225",278,"Wingull","wingull",1.4314,1.9412,1.3333,1.5294,1.098,3.9412,2.7059,3.3137,3.6471,51
"226",280,"Ralts","ralts",1.8462,1.9231,2.1538,3.8846,4.3654,4.3846,3.0769,3.7692,4,52
"227",281,"Kirlia","kirlia",2.6078,2.2941,2.4118,3.902,4.7059,4,3.2157,4.1176,3.7255,51
"228",282,"Mega Gardevoir","gardevoir-mega",3.2308,2.3846,2.2885,4.4231,4.8654,3.75,3.7115,4.4038,3.9615,52
"229",282,"standard Gardevoir","gardevoir",2.6923,2.5,2.2885,4.1923,4.6346,3.5769,3.75,4.4615,4.0192,52
"230",283,"Surskit","surskit",1.2885,1.8269,1.6538,2.4231,1.2692,4.3462,2.6923,3.4615,3.6154,52
"231",285,"Shroomish","shroomish",1.4038,1.5192,1.4423,3.0577,1.3846,3.8654,2.4808,2.3654,3.8654,52
"232",286,"Breloom","breloom",2.9808,2.0192,1.6538,3.8654,3.1346,3.9423,3.9423,3.2885,4.2692,52
"233",291,"Ninjask","ninjask",3.1731,3.5577,1.9231,2.5769,1.1923,2.75,4.0962,3.1346,3.8269,52
"234",292,"Shedinja","shedinja",2.8269,2.8077,2.3654,4.0769,1.2308,2.75,3.8269,2.8846,4.0769,52
"235",300,"Skitty","skitty",1.7692,1.9038,1.6154,2.0769,1.2308,4.3462,2.5,3.7308,3.5962,52
"236",302,"Mega Sableye","sableye-mega",3.2353,1.7843,3.2549,4.4706,3.6078,3.2549,4.0784,3.0392,4.0784,51
"237",302,"standard Sableye","sableye",2.4118,2.0784,3.0588,4.4706,3.8235,3.0588,4.0784,2.8431,4.2157,51
"238",303,"Mega Mawile","mawile-mega",4.1176,2.3725,2.6275,4.4118,4.098,3.2745,4.3333,3.4902,3.9412,51
"239",303,"standard Mawile","mawile",3.1569,2.2157,2.3529,4.1961,4,3.6275,3.7451,3.3137,3.7843,51
"240",304,"Aron","aron",2.1154,1.7885,3.5192,3.4423,1.2115,4.1731,3.5962,3.0769,3.8846,52
"241",305,"Lairon","lairon",3.6471,2.902,3.0588,3.7255,1.1373,2.6863,4.1373,2.7059,3.8039,51
"242",306,"Mega Aggron","aggron-mega",4.4808,2.8846,3.8077,4.1923,2.3462,1.4231,4.3654,2.4231,3.7308,52
"243",306,"standard Aggron","aggron",4.0588,3.0588,3.3333,4,2.1765,1.6863,4.4902,2.5686,4.1176,51
"244",315,"Roselia","roselia",2.3529,2.2941,1.5686,3.549,4.0392,3.9804,3.0392,4.098,3.549,51
"245",318,"Carvanha","carvanha",2.8077,2.6923,1.5769,2.5,1.1154,2.0769,3.8462,2.0962,3.5769,52
"246",319,"standard Sharpedo","sharpedo",2.5577,2.8077,2.0577,2.8077,1.1731,1.6538,4.3269,2.6346,3.9038,52
"247",321,"Wailord","wailord",1.6731,2.5,1.4038,1.9808,1.1538,3.3077,3.4615,2.9808,3.8077,52
"248",322,"Numel","numel",1.6275,1.7843,1.3137,2.1569,1.0588,3.7451,2.3333,2.7843,3.6863,51
"249",324,"Torkoal","torkoal",3,2.8431,1.9804,3.1961,1.1569,3.0196,3.451,2.5882,3.6275,51
"250",327,"Spinda","spinda",1.7647,1.4706,1.6275,2.5294,2.4902,4.0588,2.4118,2.902,3.549,51
"251",328,"Trapinch","trapinch",1.6471,1.8627,1.6275,2.6471,1.1961,4.2941,3.2157,2.8824,4.0784,51
"252",329,"Vibrava","vibrava",2.9038,3.3269,1.3462,2.5577,1.1154,3.6346,3.7692,3.3077,4.0192,52
"253",330,"Flygon","flygon",3.4231,2.4808,1.8077,4.2885,1.3846,3.8462,4.5962,3.8846,4.5385,52
"254",331,"Cacnea","cacnea",2.2692,1.8846,1.5,3.0577,2.7115,4.1346,3.3654,2.8462,4,52
"255",332,"Cacturne","cacturne",2.5192,2.25,1.8846,3.6923,4.1154,1.9038,3.6538,2.2885,3.5577,52
"256",333,"Swablu","swablu",1.4231,1.7308,1.6731,3.4423,1.1538,4.6923,2.6538,4.1731,4.0192,52
"257",334,"Mega Altaria","altaria-mega",3.3137,2,1.7843,4.451,1.1961,4.2157,3.6667,4.3725,4.0196,51
"258",334,"standard Altaria","altaria",2.0962,2.0385,1.8654,3.9808,1.1538,4.1923,3.4038,4.3654,4.0577,52
"259",335,"Zangoose","zangoose",2.4808,2.9231,1.5192,2.4423,3.1154,2.4231,4.1346,2.8462,3.7308,52
"260",336,"Seviper","seviper",3.1176,2.7255,1.4314,2.451,1.098,2.1176,4.0392,3.0588,3.5882,51
"261",340,"Whiscash","whiscash",2.1176,1.9608,1.3529,2.2157,1.1569,3,2.6078,2.4706,3.5686,51
"262",341,"Corphish","corphish",1.9615,2.5385,1.3269,1.6346,1.2308,3.6154,3.1154,2.8654,3.75,52
"263",342,"Crawdaunt","crawdaunt",3.7885,3.3654,1.6346,2.7885,1.3269,1.7115,3.9231,2.2692,3.5577,52
"264",343,"Baltoy","baltoy",2,3.1346,4.5192,3.5962,2.5192,2.9808,2.9615,2.7115,3.5769,52
"265",344,"Claydol","claydol",3.6538,2.4615,4.3846,4.2885,2.3077,1.8462,3.1923,2.4423,3.5769,52
"266",345,"Lileep","lileep",3.0769,2.6538,1.7692,3.1346,1.25,3.0192,3.0385,2.9231,3.5962,52
"267",347,"Anorith","anorith",3.2115,3.4038,1.5962,2.3077,1.2692,3.7115,3.2692,2.5385,3.8846,52
"268",348,"Armaldo","armaldo",4.0784,2.7843,1.9608,3.5098,2.3725,2.2353,3.6471,2.5294,3.7059,51
"269",349,"Feebas","feebas",2.1765,3.0784,1.3529,1.6078,1.1569,1.9608,2.0784,1.3137,3.5686,51
"270",350,"Milotic","milotic",3.0196,3.098,1.451,3.9608,1.4706,3.8039,4.1176,4.6275,4.1176,51
"271",354,"Mega Banette","banette-mega",3.8077,1.9038,4.0385,4.6346,3.5192,2.7885,4.3269,3.1154,4.1154,52
"272",354,"standard Banette","banette",2.3269,1.9231,4.0962,4.2115,3.4423,2.9423,4,2.9231,4.0385,52
"273",355,"Duskull","duskull",2.0588,2,3.098,4.451,2.1373,3.2745,3.7255,2.7255,4.0784,51
"274",356,"Dusclops","dusclops",2.8235,1.8824,3.5294,4.2353,3.5294,2.1373,3.6667,2.3725,3.6078,51
"275",357,"Tropius","tropius",3,3.1154,1.2885,3.8462,1.1154,2.8846,3.8077,3.5192,3.8462,52
"276",359,"Mega Absol","absol-mega",3.8039,2.7647,1.7255,4.6667,1.6078,3.4706,4.4706,4.3725,4.2549,51
"277",359,"standard Absol","absol",2.6275,3.3137,1.7255,4.0588,1.3922,3.451,4.4118,4.2549,4.1961,51
"278",361,"Snorunt","snorunt",1.75,1.4615,2.7308,3.8077,2.5,4.0192,2.9231,2.9615,3.8077,52
"279",363,"Spheal","spheal",1.2549,1.5882,1.451,2.2353,1.1765,4.8039,3.3529,4,4.3922,51
"280",364,"Sealeo","sealeo",1.9216,2.6863,1.2157,1.7843,1.1569,3.9412,2.7843,3.1765,3.7843,51
"281",369,"Relicanth","relicanth",2.8269,3.9231,1.4423,1.8269,1.1346,1.6154,3.1538,2.1538,3.6346,52
"282",371,"Bagon","bagon",2.0392,1.8431,1.7843,3.451,1.9804,3.4314,3.3137,2.4118,3.549,51
"283",373,"standard Salamence","salamence",2.9608,2.5294,2.0392,4.1961,1.1373,1.8235,4.1373,2.8431,3.7255,51
"284",374,"Beldum","beldum",2.6154,3.1538,4.6154,4.0192,1.1731,2.9231,3.5,2.7308,3.5769,52
"285",375,"Metang","metang",3.5,3.1731,4.7885,4.2115,1.4038,1.9615,3.9231,2.6154,3.7885,52
"286",376,"Mega Metagross","metagross-mega",4.4615,2.8462,4.7115,4.4038,1.3654,1.6731,4.4808,2.75,3.9808,52
"287",376,"standard Metagross","metagross",4.0385,3.0769,4.7692,4.25,1.3077,1.4038,4.5962,2.8269,4.1923,52
"288",377,"Regirock","regirock",3.2353,3.1961,4.3922,4.2353,3.5882,1.6471,3.8431,2.4706,3.5686,51
"289",378,"Regice","regice",2.6667,2.6471,4.3725,4.3922,3.0392,1.8235,3.6863,3.1765,3.6275,51
"290",379,"Registeel","registeel",2.8462,2.7692,4.8269,4.2692,3.6154,1.6538,3.8269,2.8269,3.7692,52
"291",380,"standard Latias","latias",2.9038,2.1154,2.9615,4.4615,1.7885,4.1731,3.7308,4.0192,4.1154,52
"292",381,"standard Latios","latios",3.2941,2.4706,3.1765,4.3922,1.5686,3.0392,4.2157,3.7647,3.8431,51
"293",382,"Primal Kyogre","kyogre-primal",4.2157,3.1765,2.2549,4.5294,1.1765,2.2353,4.3529,3.8039,4.0588,51
"294",382,"standard Kyogre","kyogre",3.5577,3.2115,2.0769,4.0769,1.1346,2.0962,4.3846,3.6346,4.25,52
"295",383,"Primal Groudon","groudon-primal",4.5,3,2.6154,4.7885,1.8654,1.4423,4.6731,3.2115,4.2885,52
"296",383,"standard Groudon","groudon",4.3077,2.8462,2.5385,4.4423,2.0192,1.6154,4.5192,2.8462,4.1731,52
"297",384,"Mega Rayquaza","rayquaza-mega",4.8654,2.7308,2.9423,4.9615,1.1923,1.6346,4.6923,3.6154,4.2115,52
"298",384,"standard Rayquaza","rayquaza",4.4314,3.098,2.9608,4.6471,1.2353,1.3333,4.3922,3.1373,4.098,51
"299",385,"Jirachi","jirachi",2.4231,1.8269,3.1154,4.6923,3.3462,4.5385,3.5962,4.25,4.1346,52
"300",386,"Attack Deoxys","deoxys-attack",3.9804,2.6667,4.1765,4.7647,4.549,1.7451,4.4706,3.1569,4,51
"301",386,"Speed Deoxys","deoxys-speed",3.9423,2.6923,4.1731,4.5192,4.4231,1.9423,4.5769,3.2692,3.9038,52
"302",386,"standard Deoxys","deoxys-normal",4.0962,2.8462,4.0577,4.5192,4.5385,1.75,4.4808,3.2115,4.2308,52
"303",387,"Turtwig","turtwig",2.0577,2.3269,1.3462,2.8846,1.1731,4.5962,3.6538,3.4231,4.3654,52
"304",388,"Grotle","grotle",2.8235,2.451,1.3922,3.1569,1.1373,3.1373,3.1765,2.8235,3.549,51
"305",389,"Torterra","torterra",3.9231,3.5769,1.8654,4.1731,1.1731,2.4231,4.4615,3.0769,4.4038,52
"306",392,"Infernape","infernape",3.7647,3.0784,2,3.9412,4.098,2.2353,4.3137,3.0196,3.7255,51
"307",393,"Piplup","piplup",1.9216,2.0784,1.4118,2.2941,1.8824,4.6667,3.1373,3.9412,4.2157,51
"308",395,"Empoleon","empoleon",3.9038,3.0385,2.4423,3.4038,3.2115,2.25,4.3462,3.2115,3.9423,52
"309",398,"Staraptor","staraptor",3.1346,3.5,1.2885,1.9231,1.2885,2.2308,4.1346,3.3269,3.9231,52
"310",399,"Bidoof","bidoof",1.3654,2.2692,1.2115,1.2308,1.1346,4.3269,2.6538,3.0577,3.9231,52
"311",403,"Shinx","shinx",2.0385,1.7885,1.5192,2.8462,1.2115,4.4423,3.5962,3.5192,4.0192,52
"312",404,"Luxio","luxio",3.0385,2.5192,1.5577,2.9808,1.1154,3.4808,3.9423,3.3462,3.9038,52
"313",405,"Luxray","luxray",3.5385,3.1731,1.5769,3.4615,1.1346,2.9231,4.6538,3.8269,4.3654,52
"314",406,"Budew","budew",1.4615,1.7308,1.5,3.1538,1.6731,4.4038,2,3.5962,3.5769,52
"315",407,"Roserade","roserade",3.2353,2.2353,1.9608,4.0588,4.3333,3.3725,3.9804,4.3529,3.8431,51
"316",408,"Cranidos","cranidos",2.25,2.5577,1.8269,2.4423,1.3846,3.5577,3.7885,2.7692,3.9231,52
"317",409,"Rampardos","rampardos",3.5,3.0577,2.0962,2.9615,1.6154,1.6538,4.1538,2.4038,3.8269,52
"318",415,"Combee","combee",1.9231,1.3654,1.8077,3.1154,1.2115,4.5577,2.2885,3.4231,3.8846,52
"319",417,"Pachirisu","pachirisu",1.7885,2.1346,1.4615,2.3462,1.4615,4.4231,2.8462,3.6731,3.7115,52
"320",418,"Buizel","buizel",2.1731,2.5192,1.7115,2.5385,2.2115,3.9615,3.7308,3.4038,3.7885,52
"321",419,"Floatzel","floatzel",3,2.3462,1.7885,2.7692,2.8462,3.0962,3.6731,3.25,3.5577,52
"322",422,"East Sea Shellos","shellos-east",1.9615,2.2692,1.3269,2.1538,1.1538,4.1731,2.6731,3.1731,3.7885,52
"323",422,"West Sea Shellos","shellos-west",1.9038,2.0577,1.4231,2.3654,1.0769,4.0192,2.5,3,3.5962,52
"324",423,"East Sea Gastrodon","gastrodon-east",2.4314,2.4902,1.3529,2.5098,1.1569,3.6078,3.1373,2.8431,3.9608,51
"325",423,"West Sea Gastrodon","gastrodon-west",2.3137,2.5686,1.5098,2.6078,1.1765,3.4706,3.0588,2.9804,3.8039,51
"326",425,"Drifloon","drifloon",1.4808,1.5385,4.2115,3.8462,1.2115,4.0962,3.0577,3.1923,3.8077,52
"327",426,"Drifblim","drifblim",2.25,1.6923,4.3654,3.8654,1.2115,3.2115,3.0385,2.8846,3.6538,52
"328",427,"Buneary","buneary",1.75,2.0962,1.4423,2,3.0192,4.5385,2.6346,3.9423,3.7115,52
"329",428,"standard Lopunny","lopunny",2.5192,2.1923,1.5385,2.9038,4.5769,4.0192,3.2115,4.1538,3.5769,52
"330",429,"Mismagius","mismagius",3.1961,1.8627,2.9804,4.6863,2.9412,3.1961,4.0392,3.7451,4.2549,51
"331",430,"Honchkrow","honchkrow",2.8269,2.3846,1.6923,2.9615,2.0577,2.2692,4.1154,3.1538,4,52
"332",442,"Spiritomb","spiritomb",2.9216,1.7451,3.7647,4.7451,1.2745,1.8627,4.1373,2.6667,3.7255,51
"333",443,"Gible","gible",2.2115,1.75,1.7308,3.7308,1.7692,4.3269,3.7692,2.7308,4.2308,52
"334",445,"standard Garchomp","garchomp",4.0192,2.9808,2.1154,4.3846,2.8846,1.7692,4.4615,2.8846,4.0769,52
"335",446,"Munchlax","munchlax",1.8431,1.5882,1.4118,2.4118,3.0588,3.9804,2.8824,2.8627,3.5882,51
"336",447,"Riolu","riolu",2.2885,2.0577,1.9038,3.3269,3.9808,4.1154,3.8269,3.2308,3.7692,52
"337",448,"Mega Lucario","lucario-mega",4.5294,2.7451,2.451,4.2745,4.4902,2.2941,4.4902,3.3333,3.8824,51
"338",448,"standard Lucario","lucario",3.3269,2.5192,2.2692,4.0962,4.3654,2.6731,4.3077,3.2692,3.9231,52
"339",451,"Skorupi","skorupi",2.5962,2.2115,1.7115,2.2308,1.1923,3.3846,3.5192,2.6154,3.7115,52
"340",453,"Croagunk","croagunk",2.5192,1.8654,1.6538,2.9808,3.6346,3.0769,3.9423,2.4231,3.9808,52
"341",454,"Toxicroak","toxicroak",3.5385,2.4231,1.8077,3.2692,3.75,1.8846,4.0192,2.2308,3.6923,52
"342",458,"Mantyke","mantyke",1.4808,1.9038,1.5385,2.1731,1.1731,4.4615,2.6923,3.7115,3.7115,52
"343",460,"standard Abomasnow","abomasnow",3.0385,2.2308,1.5577,4.0385,3.4615,1.8654,3.5962,2.25,3.6538,52
"344",461,"Weavile","weavile",3.0577,2.3269,2.0385,3.5,3.75,3.0192,4.2885,3.5577,4.0769,52
"345",462,"Magnezone","magnezone",3.3529,2.1765,4.8627,4.0392,1.1373,1.9608,4,2.6863,3.7843,51
"346",466,"Electivire","electivire",3.7692,2.6538,2.6538,3.9808,3.8654,1.6346,4.0769,2.5,3.7308,52
"347",468,"Togekiss","togekiss",2.2885,1.6346,2,4.2692,1.4615,4,2.9808,3.8269,3.5769,52
"348",469,"Yanmega","yanmega",3.6346,3.8462,1.6154,2.8654,1.1731,1.6731,4.2115,2.7308,3.9231,52
"349",470,"Leafeon","leafeon",2.6346,2.9231,1.3462,3.6346,1.1538,4.4038,3.8462,4.4423,4.2308,52
"350",471,"Glaceon","glaceon",2.3077,2.5,1.8269,3.4808,1.3269,4.1731,3.9038,4.2692,4.0962,52
"351",472,"Gliscor","gliscor",3.5,2.2308,2,3.5385,1.9615,2.3077,4.25,2.5769,3.8654,52
"352",473,"Mamoswine","mamoswine",2.3462,3.1923,1.3269,2.25,1.0769,2.25,3.7885,2.3846,3.7885,52
"353",474,"Porygon-Z","porygon-z",2.0784,1.451,4.6863,4.2941,1.2745,3.3529,3.8431,3.0392,4.1373,51
"354",475,"Mega Gallade","gallade-mega",3.8269,2.2115,2.8269,4.4038,4.6346,2.5962,4.3269,3.8654,3.9038,52
"355",475,"standard Gallade","gallade",2.9412,2.098,2.8627,4.0784,4.8039,2.3529,4.1373,3.2549,3.7059,51
"356",477,"Dusknoir","dusknoir",3.6275,2.2745,3.6275,4.4314,3.5882,1.6078,4.3333,2.6471,3.7843,51
"357",478,"Froslass","froslass",3.5686,2.2549,2.9804,4.549,3.8824,3.2157,3.8627,4,4.0784,51
"358",479,"Mow Rotom","rotom-mow",2.3529,1.451,4.7059,4.0588,1.1961,2.9608,3.549,2.6275,3.8039,51
"359",479,"Wash Rotom","rotom-wash",2.7885,1.5577,4.6923,4,1.4038,3.1538,3.1154,2.8077,3.5577,52
"360",479,"standard Rotom","rotom",1.6667,1.3137,4.4902,4.2549,1.2745,3.9804,3.8627,3.3922,3.8824,51
"361",483,"standard Dialga","dialga",4.6731,3.1154,3.6923,4.6538,1.1923,1.5962,4.1923,2.8654,3.7692,52
"362",486,"Regigigas","regigigas",4.0385,2.6154,3.8654,4.5577,3.7885,1.6538,3.9808,2.6346,3.7115,52
"363",487,"Origin Giratina","giratina-origin",4.4615,2.9423,2.8269,4.7115,1.25,1.6923,4.7115,3.3846,4.4423,52
"364",487,"Altered Giratina","giratina-altered",4.5962,2.8462,2.8269,4.7692,1.2692,1.6538,4.7115,2.9231,4.4615,52
"365",488,"Cresselia","cresselia",3.2692,2.1154,3.2885,4.7308,1.5192,3.4423,3.4808,4.2692,3.7115,52
"366",491,"Darkrai","darkrai",3.4314,2.3922,3.3137,4.6667,3.6863,1.6667,4.5686,3.2941,4.098,51
"367",492,"Sky Shaymin","shaymin-sky",2.5769,1.8654,1.6923,4.1346,1.3846,4,3.7692,3.8462,3.6346,52
"368",492,"Land Shaymin","shaymin-land",1.7843,2.4706,1.0784,3.7451,1.1765,4.7843,2.9804,4.5686,4.2549,51
"369",493,"Arceus","arceus-normal",4.2745,3.2941,3.1373,4.6667,1.5882,2.0392,4.2353,3.4902,3.9412,51
"370",494,"Victini","victini",2.2157,1.5098,2.0588,4.3333,3.0784,4.1373,3.3922,3.4902,3.5882,51
"371",495,"Snivy","snivy",2.0769,1.6154,1.75,3.0962,2.7885,3.9038,3.4038,3.4423,3.5962,52
"372",497,"Serperior","serperior",3.5577,2.8654,1.5192,3.7308,1.3462,2.9038,4.2308,4.0577,4.25,52
"373",498,"Tepig","tepig",1.6731,1.8654,1.4808,2.4231,1.1731,4.2308,3.0577,3.0192,3.6346,52
"374",501,"Oshawott","oshawott",2.0192,1.7885,1.4423,2.5577,2.7115,4.5769,3.1538,3.2885,4.0577,52
"375",502,"Dewott","dewott",3.0385,2.2115,1.6538,3.4038,3.3269,3.7115,4.0385,3.1923,3.9615,52
"376",503,"Hisuian Samurott","samurott-hisui",3.8235,2.8235,2.1569,3.8824,1.8039,2.2549,4.4314,3.451,4.0588,51
"377",503,"standard Samurott","samurott",3.7308,2.8846,1.8462,3.75,1.6923,2.3077,4.0962,3.1154,3.8077,52
"378",508,"Stoutland","stoutland",2.5882,3.451,1.098,1.5098,1.1569,3.2941,3.5294,3.1569,3.6667,51
"379",522,"Blitzle","blitzle",1.8627,2.0784,1.5686,2.6275,1.1373,4.2157,3.5882,3.5882,3.8431,51
"380",523,"Zebstrika","zebstrika",2.9423,3.4423,1.6923,2.6154,1.1731,2.4423,4.0385,3.3269,3.75,52
"381",526,"Gigalith","gigalith",3.8462,2.8654,3.75,4.0385,1.2308,1.5385,4.3077,2.6154,3.9423,52
"382",527,"Woobat","woobat",1.6471,1.2941,1.6078,3.1176,1.2157,3.9804,2.5686,2.7647,3.6275,51
"383",530,"Excadrill","excadrill",3.3529,2.2353,2.549,3.5098,2.2745,2.2549,4.1961,2.8039,3.9216,51
"384",540,"Sewaddle","sewaddle",1.9804,2,1.3725,2.451,1.2353,4.2157,2.5686,3.0784,3.7451,51
"385",541,"Swadloon","swadloon",1.8039,1.7647,1.5098,2.7255,1.6471,3.9804,2.8431,3.2745,3.7451,51
"386",542,"Leavanny","leavanny",3.3846,2.3846,1.4615,3.2308,4.1346,3.9231,3.4423,3.9808,3.7692,52
"387",543,"Venipede","venipede",2.7843,2.7843,1.3725,2.2353,1.3137,3.1176,3.6471,2.8235,3.8235,51
"388",544,"Whirlipede","whirlipede",3.1154,2.5769,1.75,3,1.1154,2.1154,3.8077,2.6154,3.6923,52
"389",545,"Scolipede","scolipede",3.6667,2.8627,1.549,3.2549,1.2157,2.1961,4.1961,3.0196,4,51
"390",547,"Whimsicott","whimsicott",1.9808,1.5962,1.8269,3.7885,2.8846,4.4038,2.9423,3.9038,3.75,52
"391",548,"Petilil","petilil",1.5,1.8654,1.4423,3,2,4.4038,2.2885,4.0385,3.8077,52
"392",549,"Hisuian Lilligant","lilligant-hisui",3.3846,2.2692,1.75,4.0577,4.6731,3.7692,3.2115,4.0962,3.5577,52
"393",549,"standard Lilligant","lilligant",3.2549,2.0588,1.6275,3.7843,4.2353,4.3137,2.9412,4.5882,3.9412,51
"394",551,"Sandile","sandile",1.9808,2.5385,1.3077,1.9038,1.1923,4.25,3.8654,3.0769,4.0385,52
"395",552,"Krokorok","krokorok",2.5962,2.1923,1.5769,2.4423,3.1923,2.5577,3.9038,2.8654,3.6154,52
"396",553,"Krookodile","krookodile",2.9231,2.1923,1.5192,2.75,3.1731,2.0962,4.5962,2.9423,4.1346,52
"397",556,"Maractus","maractus",2.6471,1.9804,1.4706,2.9804,3.4314,3.9216,2.9216,3.4706,3.5882,51
"398",557,"Dwebble","dwebble",1.9412,2.5098,1.6471,1.9412,1.1569,4.4706,3.0196,3.098,4.0588,51
"399",558,"Crustle","crustle",2.8077,2.8462,1.9231,2.6154,1.1731,2.7885,3.4423,2.4038,3.8077,52
"400",560,"Scrafty","scrafty",2.9615,1.7115,2,3,4.2308,2.4423,3.7692,2.2692,3.7692,52
"401",561,"Sigilyph","sigilyph",4.3077,2.3077,4.1154,4.5769,1.2308,2.0385,3.5385,3.0577,3.7308,52
"402",562,"Galarian Yamask","yamask-galar",2.1569,1.6863,3.6863,4.3922,2.0392,3.7451,3.549,2.902,3.8039,51
"403",562,"standard Yamask","yamask",2.0192,1.6346,3.7115,4.2308,2.5577,3.8462,3.3846,3.1346,3.9231,52
"404",563,"Cofagrigus","cofagrigus",3.3654,2.1923,4.3077,4.5769,2.2885,1.6923,4.0385,2.75,3.8654,52
"405",566,"Archen","archen",2.6346,2.25,1.5385,2.6731,1.2692,4.1154,3.6346,2.9615,4.0577,52
"406",567,"Archeops","archeops",3.75,2.9231,1.5,3,1.1923,2.6346,3.9615,3.0769,4,52
"407",569,"Gigantamax Garbodor","garbodor-gmax",4.5294,1.5686,4.5098,4.2745,1.902,1.9608,3.0392,1.4706,3.6078,51
"408",570,"Hisuian Zorua","zorua-hisui",2.6275,2.1961,1.8627,3.9412,1.1765,4.7059,4.0784,4.3529,4.4118,51
"409",570,"standard Zorua","zorua",2.3846,1.9808,1.3269,3.3269,1.1538,4.5962,4.25,4.0769,4.3269,52
"410",571,"Hisuian Zoroark","zoroark-hisui",4.4038,2.75,2,4.7115,3.8462,2.4038,4.5385,3.9038,4.3654,52
"411",571,"standard Zoroark","zoroark",3.3846,2.5385,1.6731,4.1923,3.8846,2.8846,4.5577,3.7115,4.1346,52
"412",572,"Minccino","minccino",1.5,2.2692,1.3654,1.7885,2.1538,4.6538,2.8269,3.9808,3.9231,52
"413",573,"Cinccino","cinccino",2.1961,1.9804,1.6078,2.2353,2.6667,4.3922,2.7451,4.2157,3.6078,51
"414",577,"Solosis","solosis",1.3846,1.6731,2.0769,3.6923,1.2692,4.1154,2.4423,2.9808,3.7885,52
"415",578,"Duosion","duosion",1.902,1.6667,2.4314,4.0588,1.8627,4.2157,3,3.1569,3.6863,51
"416",579,"Reuniclus","reuniclus",2.9423,1.7308,2.1731,4.0192,2.8269,4.3462,3.8462,3.3269,4.2308,52
"417",585,"Autumn Deerling","deerling-autumn",2,2.5686,1.4314,2.2353,1.3137,4.4706,2.5686,4.1569,3.8235,51
"418",585,"Spring Deerling","deerling-spring",1.8627,2.1176,1.3725,2.3529,1.1569,4.5294,2.6471,4.2157,3.6863,51
"419",585,"Summer Deerling","deerling-summer",1.8824,2.451,1.5882,2.5098,1.3137,4.3922,2.5294,3.9608,3.6275,51
"420",585,"Winter Deerling","deerling-winter",1.8077,2.4808,1.3462,1.8846,1.1731,4.3846,2.6923,4.1538,3.8269,52
"421",586,"Autumn Sawsbuck","sawsbuck-autumn",2.8077,3.6923,1.2692,2.9615,1.1538,3.0192,3.5577,4,3.8269,52
"422",586,"Summer Sawsbuck","sawsbuck-summer",2.3654,3.7885,1.1923,2.5,1.1154,3.1731,3.5962,3.9615,3.75,52
"423",586,"Winter Sawsbuck","sawsbuck-winter",2.5769,3.75,1.2308,2.3269,1.1154,3.2115,3.6731,3.9231,3.7885,52
"424",587,"Emolga","emolga",1.9423,1.9423,1.5,2.4231,1.6538,4.5192,3.2308,3.7692,3.7885,52
"425",595,"Joltik","joltik",1.7692,2.0192,1.3846,2.5,1.1731,4.5,3.5962,3.4038,4.1923,52
"426",596,"Galvantula","galvantula",3.4231,2.9808,1.3846,2.8269,1.1346,3.1538,3.9423,3.0577,4.0385,52
"427",604,"Eelektross","eelektross",3.5962,2.4038,1.8846,3.5385,1.7885,1.9038,3.9615,2.1731,3.9231,52
"428",607,"Litwick","litwick",1.3725,1.6667,4.0588,3.9412,1.6471,4.4706,3.3529,3.8039,4.0784,51
"429",608,"Lampent","lampent",2.0196,2.1373,4.6667,3.9216,1.6667,3.8039,3.549,3.8235,4.098,51
"430",609,"Chandelure","chandelure",3.3077,2.3654,4.5577,4.4038,1.1346,3.0192,4.25,3.9231,4.3462,52
"431",610,"Axew","axew",2.2692,2.1731,1.7308,3.6731,1.9808,4.3654,3.6346,3.3846,4.0769,52
"432",611,"Fraxure","fraxure",3.1961,2.8627,2.0392,3.8627,2.451,2.7451,3.8627,2.8235,3.6471,51
